Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
376908.0,121026168.0,121403076.0,7856840000.0,11195410000.0,4150770000.0,12815980000.0,979050000.0,4150770000.0,2996040000.0,4616610000.0,8846420000.0,4616610000.0,0.0,4616610000.0,3406350000.0,,,,1210260000.0,1210260000.0,16295420000.0,6268690000.0,17690000.0,,,6010130000.0,1780320000.0,4229810000.0,240870000.0,10026730000.0,499670000.0,5185280000.0,1215720000.0,3969560000.0,,148900000.0,3301010000.0,,3301010000.0,20912030000.0,9906250000.0,391020000.0,,1035840000.0,607450000.0,607450000.0,,,465840000.0,436440000.0,29400000.0,6999900000.0,,6999900000.0,218310000.0,6781590000.0,,,,,11005780000.0,1020550000.0,,,879140000.0,,,1823550000.0,315190000.0,5488430000.0,1478920000.0,1136390000.0,342530000.0,,2024-03-31
911880.0,121403076.0,122314956.0,8500470000.0,12366180000.0,4321280000.0,13851370000.0,1880770000.0,4321280000.0,3293470000.0,4778660000.0,9971300000.0,4778660000.0,0.0,4778660000.0,3573750000.0,,,,1204910000.0,1204910000.0,17267480000.0,7464660000.0,16090000.0,,,7200100000.0,2007460000.0,5192640000.0,248470000.0,9802820000.0,372530000.0,5166080000.0,1286010000.0,3880070000.0,,156980000.0,3416220000.0,,3416220000.0,22046140000.0,10362550000.0,307540000.0,,671720000.0,698690000.0,698690000.0,,,457380000.0,428390000.0,28990000.0,7516960000.0,,7516960000.0,291760000.0,7225200000.0,,,,,11683590000.0,949100000.0,,,665110000.0,,,2288350000.0,,6276700000.0,1504330000.0,932090000.0,572240000.0,,2023-09-30
911880.0,120491196.0,121403076.0,8627140000.0,12308880000.0,4853460000.0,14135460000.0,2620330000.0,4853460000.0,3524000000.0,5350580000.0,10844820000.0,5350580000.0,0.0,5350580000.0,246680000.0,9120000.0,765440000.0,2433880000.0,1214030000.0,1214030000.0,17483080000.0,7944740000.0,17870000.0,244580000.0,17870000.0,7682290000.0,2188050000.0,5494240000.0,244580000.0,9538340000.0,226890000.0,4626590000.0,1335950000.0,3290640000.0,136660000.0,21620000.0,3757250000.0,86780000.0,3670470000.0,22833660000.0,10674990000.0,18740000.0,576760000.0,504350000.0,80000.0,80000.0,0.0,0.0,497120000.0,467690000.0,29430000.0,8253020000.0,-6773730000.0,15026750000.0,659250000.0,7837500000.0,3389570000.0,3086680000.0,53750000.0,0.0,12158670000.0,41170000.0,782380000.0,1048640000.0,740300000.0,233220000.0,507080000.0,2349890000.0,,7029880000.0,166410000.0,8670000.0,157740000.0,157740000.0,2023-03-31
