Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
65712692.0,65712692.0,1218110000.0,2085960000.0,5452450000.0,7114920000.0,4283970000.0,5452450000.0,444450000.0,5473410000.0,6006890000.0,5473410000.0,,5473410000.0,5341980000.0,,,131430000.0,131430000.0,3834210000.0,1030330000.0,,14520000.0,879040000.0,345560000.0,533480000.0,134560000.0,2803880000.0,460640000.0,1206920000.0,98890000.0,1108030000.0,,21620000.0,1045620000.0,,,71580000.0,974040000.0,9307620000.0,2219770000.0,44990000.0,,179510000.0,219340000.0,219340000.0,20960000.0,,1645270000.0,,1645270000.0,196450000.0,1448820000.0,,,,7087850000.0,228640000.0,,,3163420000.0,,,,,1868560000.0,,,1827230000.0,1403830000.0,423400000.0,,2024-03-31
65477939.0,65477939.0,839870000.0,1355940000.0,5307440000.0,6349060000.0,4457920000.0,5307440000.0,337340000.0,5330460000.0,5741620000.0,5330460000.0,,5330460000.0,5199500000.0,,,130960000.0,130960000.0,2910050000.0,834030000.0,,790000.0,687420000.0,276260000.0,411160000.0,131940000.0,2076020000.0,426430000.0,668520000.0,61080000.0,607440000.0,,19030000.0,903940000.0,,,11790000.0,892150000.0,8240510000.0,1706570000.0,34190000.0,,174940000.0,50720000.0,50720000.0,23020000.0,,1399670000.0,,1399670000.0,121880000.0,1277790000.0,,,,6533940000.0,275180000.0,,,3224580000.0,,,,,1663080000.0,,,1371100000.0,1192370000.0,178730000.0,,2023-09-30
65292577.0,65292577.0,3059210000.0,3542010000.0,1472720000.0,4642360000.0,977650000.0,1472720000.0,377980000.0,1478330000.0,2162060000.0,1478330000.0,0.0,1478330000.0,35000000.0,1296510000.0,739370000.0,113360000.0,113360000.0,5552030000.0,1113380000.0,7900000.0,,998360000.0,314630000.0,683730000.0,107120000.0,4438650000.0,32930000.0,2543650000.0,63350000.0,2480300000.0,66520000.0,12680000.0,1355250000.0,109570000.0,5240000.0,25610000.0,1214830000.0,7030360000.0,1614060000.0,10000.0,44370000.0,131180000.0,8780000.0,8780000.0,5610000.0,5610000.0,1405090000.0,-252000000.0,1657090000.0,134930000.0,393140000.0,834400000.0,294620000.0,0.0,5416300000.0,161090000.0,13940000.0,270700000.0,3098850000.0,320160000.0,208620000.0,2570070000.0,33140000.0,1733670000.0,-13580000.0,1747250000.0,104910000.0,90000.0,104820000.0,104820000.0,2022-11-30
