Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Financial Assets Designatedas Fair Value Through Profitor Loss Total
0.0,144955806.0,144955806.0,36317800000.0,41418400000.0,23517500000.0,68008900000.0,1686800000.0,23517500000.0,171600000.0,26762100000.0,46464700000.0,26602700000.0,-159400000.0,26762100000.0,26472200000.0,,,289900000.0,289900000.0,56176000000.0,20702400000.0,216900000.0,,,96500000.0,19778300000.0,75700000.0,19702600000.0,445600000.0,35473600000.0,1107900000.0,21640100000.0,95900000.0,21544200000.0,1159000000.0,7941100000.0,,,0.0,7941100000.0,82778700000.0,45618300000.0,138300000.0,,131600000.0,1078100000.0,1078100000.0,,,,3244600000.0,1330300000.0,1914300000.0,7370000000.0,,7370000000.0,2520600000.0,4849400000.0,,,,,37160400000.0,613500000.0,,208800000.0,,,6436300000.0,,,,13794900000.0,0.0,6070400000.0,,,10036500000.0,5107500000.0,4929000000.0,,,2024-03-31,
,144882435.0,144882435.0,28701100000.0,33284400000.0,21618300000.0,57790700000.0,7596900000.0,21618300000.0,221500000.0,24727800000.0,43240800000.0,24728100000.0,300000.0,24727800000.0,24438000000.0,,,289800000.0,289800000.0,45437800000.0,19533200000.0,216300000.0,,,82300000.0,18621600000.0,108600000.0,18513000000.0,429900000.0,25904600000.0,973100000.0,14662800000.0,112900000.0,14549900000.0,1141200000.0,6893800000.0,,,26100000.0,6867700000.0,70165900000.0,36664400000.0,924200000.0,,112900000.0,795200000.0,795200000.0,,,,3109500000.0,1251900000.0,1857600000.0,5142300000.0,,5142300000.0,439800000.0,4702500000.0,,,,,33501500000.0,574300000.0,,236800000.0,,,6451400000.0,,,,13181500000.0,161300000.0,5518400000.0,,,7377800000.0,3016000000.0,4361800000.0,,,2023-09-30,
,144743637.0,144743637.0,29600500000.0,32442500000.0,20063500000.0,55339400000.0,9018300000.0,20063500000.0,139000000.0,23035900000.0,41054900000.0,23036100000.0,200000.0,23035900000.0,135600000.0,16258600000.0,25400000.0,289500000.0,289500000.0,44212100000.0,18955600000.0,226200000.0,231700000.0,408500000.0,75000000.0,18074000000.0,55000000.0,18019000000.0,166400000.0,25256500000.0,2500000.0,14368500000.0,84000000.0,14284500000.0,1081200000.0,7963700000.0,1074500000.0,95500000.0,10400000.0,6783300000.0,67248200000.0,32973400000.0,446600000.0,300700000.0,152300000.0,930900000.0,284700000.0,646200000.0,44000000.0,44000000.0,2972400000.0,1114800000.0,1857600000.0,5033600000.0,-12075900000.0,17109500000.0,614300000.0,410900000.0,13425000000.0,2234400000.0,424900000.0,0.0,34274800000.0,14000000.0,24600000.0,359200000.0,95400000.0,563600000.0,5449800000.0,1595600000.0,524700000.0,3329500000.0,13903400000.0,169000000.0,5277300000.0,-630200000.0,5907500000.0,8418500000.0,5715500000.0,2703000000.0,1745700000.0,957300000.0,2023-03-31,
