Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
2341530.304415,0.130085,1369600000.0,18000000.0,18000000.0,881000000.0,218500000.0,7954800000.0,1387600000.0,1169100000.0,-75200000.0,75200000.0,865341530.304415,881000000.0,9134400000.0,,,,,881000000.0,881000000.0,0.0,881000000.0,-70600000.0,951600000.0,951600000.0,142300000.0,1093900000.0,115200000.0,18000000.0,,-75200000.0,75200000.0,1035900000.0,1179600000.0,448600000.0,218500000.0,218500000.0,2215500000.0,7954800000.0,10170300000.0,10170300000.0,2024-03-31
20555314.138114,0.136671,1446900000.0,150400000.0,150400000.0,1057400000.0,216300000.0,8074600000.0,1597300000.0,1381000000.0,-64700000.0,64700000.0,927555314.138114,1057400000.0,9207500000.0,63469388.0,62605092.0,16.66,16.89,1057400000.0,1057400000.0,0.0,1057400000.0,-79000000.0,1136400000.0,1136400000.0,179900000.0,1316300000.0,195000000.0,150400000.0,-150400000.0,-64700000.0,64700000.0,1035600000.0,1132900000.0,405700000.0,216300000.0,216300000.0,2168500000.0,8074600000.0,10243100000.0,10243100000.0,2023-12-31
0.0,0.14909,1318200000.0,,,883500000.0,214400000.0,7995900000.0,1318200000.0,1103800000.0,-65500000.0,65500000.0,883500000.0,883500000.0,9079100000.0,65251108.0,62174525.0,13.54,14.21,883500000.0,883500000.0,0.0,883500000.0,-4500000.0,883500000.0,883500000.0,154800000.0,1038300000.0,36800000.0,,,-65500000.0,65500000.0,1067000000.0,1083200000.0,446700000.0,214400000.0,214400000.0,2150200000.0,7995900000.0,10146100000.0,10146100000.0,2023-09-30
0.0,0.13551,1448600000.0,,,1016100000.0,212300000.0,7942700000.0,1448600000.0,1236300000.0,268300000.0,32700000.0,1016100000.0,1016100000.0,8760400000.0,,,,,1016100000.0,1016100000.0,0.0,1016100000.0,-24400000.0,1040500000.0,1040500000.0,163100000.0,1203600000.0,-202300000.0,,,268300000.0,32700000.0,1326200000.0,817700000.0,-642400000.0,212300000.0,-439100000.0,2143900000.0,7942700000.0,10086600000.0,10086600000.0,2023-03-31
0.0,0.172307,1323000000.0,0.0,0.0,824400000.0,219600000.0,7654100000.0,1323000000.0,1103400000.0,-72100000.0,72100000.0,824400000.0,824400000.0,8831300000.0,62360061.0,62360061.0,13.22,13.22,824400000.0,824400000.0,0.0,824400000.0,-29200000.0,853600000.0,853600000.0,177700000.0,1031300000.0,77500000.0,0.0,0.0,-72100000.0,72100000.0,1025900000.0,1177200000.0,525300000.0,219600000.0,219600000.0,2203100000.0,7654100000.0,9857200000.0,9857200000.0,2022-12-31
0.0,0.21112,1343100000.0,0.0,0.0,785200000.0,223000000.0,8637100000.0,1343100000.0,1120100000.0,-91300000.0,91300000.0,785200000.0,785200000.0,10019700000.0,62765787.0,62765787.0,12.51,12.51,785200000.0,785200000.0,0.0,785200000.0,-26400000.0,811600000.0,811600000.0,217200000.0,1028800000.0,105600000.0,0.0,,-91300000.0,91300000.0,1014500000.0,1382600000.0,509200000.0,223000000.0,223000000.0,2397100000.0,8637100000.0,11034200000.0,11034200000.0,2024-06-30 00:00:00
0.0,0.168194,1380700000.0,0.0,0.0,924400000.0,211300000.0,7602400000.0,1380700000.0,1169400000.0,-67100000.0,67100000.0,924400000.0,924400000.0,8653200000.0,62459459.0,62459459.0,14.8,14.8,924400000.0,924400000.0,0.0,924400000.0,7500000.0,916900000.0,916900000.0,185400000.0,1102300000.0,149200000.0,0.0,,-67100000.0,67100000.0,1020200000.0,1050800000.0,302900000.0,211300000.0,211300000.0,2071000000.0,7602400000.0,9673400000.0,9673400000.0,2023-06-30 00:00:00
