Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-15250976.786946,0.206849,531990000.0,-73730000.0,-73730000.0,242740000.0,122860000.0,-1321570000.0,458260000.0,335400000.0,-30830000.0,30830000.0,,301219023.213054,242740000.0,6044240000.0,,,,,242740000.0,242740000.0,0.0,242740000.0,1170000.0,241570000.0,241570000.0,63000000.0,304570000.0,135680000.0,-41100000.0,,41100000.0,-30830000.0,30830000.0,,273450000.0,7365810000.0,1073490000.0,122860000.0,122860000.0,7639260000.0,-1321570000.0,6317690000.0,6317690000.0,2024-03-31
-21218.339211,0.176819,441290000.0,-120000.0,-120000.0,208300000.0,149200000.0,275940000.0,441170000.0,291970000.0,-42450000.0,42450000.0,,208398781.660789,208300000.0,6130120000.0,66977492.0,66762821.0,3.11,3.12,208300000.0,208300000.0,0.0,208300000.0,2890000.0,205400000.0,205400000.0,44120000.0,249520000.0,61710000.0,-120000.0,,120000.0,-42450000.0,42450000.0,,230380000.0,5854180000.0,1397230000.0,149200000.0,149200000.0,6084560000.0,275940000.0,6360500000.0,6360500000.0,2023-12-31
-16714452.054795,0.251875,389390000.0,-66360000.0,-66360000.0,99370000.0,136900000.0,1120970000.0,323030000.0,186130000.0,-54250000.0,63490000.0,9240000.0,149015547.945205,99370000.0,5775700000.0,66702688.0,66702688.0,1.489745,1.489745,99370000.0,99370000.0,0.0,99370000.0,7620000.0,91750000.0,91750000.0,30890000.0,122640000.0,17970000.0,-98990000.0,89830000.0,9160000.0,-54250000.0,63490000.0,9240000.0,225280000.0,4654730000.0,676200000.0,136900000.0,136900000.0,4880010000.0,1120970000.0,6000980000.0,6000980000.0,2023-09-30
-13620794.795979,0.267179,406780000.0,-50980000.0,-50980000.0,129060000.0,130640000.0,944280000.0,355800000.0,225160000.0,-41250000.0,56060000.0,14810000.0,166419205.204021,129060000.0,5515480000.0,52952467.0,52952467.0,2.43728,2.43728,129060000.0,129060000.0,0.0,129060000.0,5140000.0,123920000.0,123920000.0,45180000.0,169100000.0,12350000.0,-50980000.0,31750000.0,19230000.0,-41250000.0,56060000.0,14810000.0,248980000.0,4571200000.0,602890000.0,130640000.0,130640000.0,4820180000.0,944280000.0,5764460000.0,5764460000.0,2023-06-30
-104275993.672283,0.288941,701790000.0,-360890000.0,-360890000.0,102670000.0,146040000.0,1225160000.0,340900000.0,194860000.0,420000.0,58950000.0,,359284006.327717,102670000.0,5416120000.0,,,,,102670000.0,102670000.0,0.0,102670000.0,6030000.0,96640000.0,96640000.0,39270000.0,135910000.0,195690000.0,-360890000.0,,-53260000.0,420000.0,58950000.0,,300690000.0,4190960000.0,-248020000.0,146040000.0,-63780000.0,4491650000.0,1225160000.0,5716810000.0,5716810000.0,2023-03-31
,,,,,,,,,,,,,,,,52952467.0,52952467.0,1.002786,1.002786,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
-65896.664004,0.21257,474340000.0,-310000.0,-310000.0,253620000.0,114560000.0,208220000.0,474030000.0,359470000.0,-33930000.0,33930000.0,,253864103.335996,253620000.0,6226720000.0,66918206.0,66918206.0,3.79,3.79,253620000.0,253620000.0,0.0,253620000.0,-2720000.0,256340000.0,256340000.0,69200000.0,325540000.0,64850000.0,-310000.0,,310000.0,-33930000.0,33930000.0,,294930000.0,6018500000.0,1034430000.0,114560000.0,114560000.0,6313430000.0,208220000.0,6521650000.0,6521650000.0,2024-06-30 00:00:00
