Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities
0.0,19900966.0,19900966.0,15261000.0,202797000.0,5147205000.0,5477200000.0,2142696000.0,5147205000.0,10061000.0,5284464000.0,5422364000.0,5284464000.0,5284464000.0,5184959000.0,,,99505000.0,99505000.0,2799844000.0,294792000.0,,124492000.0,146313000.0,8413000.0,137900000.0,23987000.0,2505052000.0,1545197000.0,56484000.0,1648000.0,54836000.0,,14338000.0,802899000.0,,,173722000.0,629177000.0,8084308000.0,3436560000.0,38270000.0,,110554000.0,110554000.0,137259000.0,137259000.0,3150477000.0,,3150477000.0,155042000.0,2995435000.0,,,,,4647748000.0,454250000.0,,,1652845000.0,,,,,1272406000.0,,,1268247000.0,1090772000.0,177475000.0,,,2024-03-31,
0.0,19822300.0,19822300.0,313743000.0,448290000.0,4489043000.0,5089621000.0,1898027000.0,4489043000.0,,4641331000.0,4977098000.0,4641331000.0,4641331000.0,4542219000.0,,,99112000.0,99112000.0,2239603000.0,455383000.0,,119616000.0,335767000.0,,335767000.0,,1784220000.0,1013735000.0,112523000.0,,112523000.0,,8229000.0,616291000.0,,,205059000.0,411232000.0,6880934000.0,3198687000.0,11577000.0,,13199000.0,13199000.0,152288000.0,,3021623000.0,,3021623000.0,79168000.0,2942455000.0,,,,,3682247000.0,159807000.0,,,1189629000.0,,,,,1272452000.0,,,1060359000.0,925812000.0,134547000.0,,,2023-09-30,
,19792300.0,19792300.0,32527000.0,343405000.0,4209799000.0,4720213000.0,1710732000.0,4209799000.0,,4376808000.0,4677062000.0,4376808000.0,4376808000.0,13741000.0,2457201000.0,1806404000.0,98962000.0,98962000.0,2052338000.0,421232000.0,0.0,120978000.0,300254000.0,,300254000.0,,1631106000.0,729740000.0,43151000.0,,43151000.0,7389000.0,7389000.0,849315000.0,32696000.0,4270000.0,154099000.0,658250000.0,6429146000.0,3087308000.0,16860000.0,9536000.0,26321000.0,26321000.0,167009000.0,167009000.0,2893713000.0,-356895000.0,3250608000.0,886851000.0,2006862000.0,791927000.0,672076000.0,899754000.0,0.0,3341838000.0,-2000.0,15082000.0,256076000.0,1269184000.0,218000.0,765290000.0,503676000.0,4996000.0,1485624000.0,-7814000.0,1493438000.0,310878000.0,16899000.0,310878000.0,307500000.0,3378000.0,2023-03-31,
