Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
61250746.0,61250746.0,209900000.0,8060500000.0,8630400000.0,1763400000.0,8060500000.0,8420500000.0,8630400000.0,8382300000.0,-38200000.0,8420500000.0,8359200000.0,,,61300000.0,61300000.0,4024500000.0,936200000.0,218500000.0,,225500000.0,209900000.0,209900000.0,278000000.0,3088300000.0,1020300000.0,,0.0,0.0,,356900000.0,1538100000.0,,1300000.0,1536800000.0,12406800000.0,7555100000.0,615500000.0,,,31200000.0,31200000.0,,125900000.0,360000000.0,360000000.0,6347600000.0,,6347600000.0,747200000.0,5600400000.0,,,,,4851700000.0,616200000.0,0.0,,,1779400000.0,,,,31800000.0,574200000.0,,,1850100000.0,1378400000.0,471700000.0,,,2024-03-31
61250746.0,61250746.0,206800000.0,8167200000.0,8676700000.0,2033900000.0,8167200000.0,8469900000.0,8676100000.0,8433500000.0,-36400000.0,8469900000.0,8408600000.0,,,61300000.0,61300000.0,4288100000.0,969800000.0,216100000.0,,266300000.0,206200000.0,206200000.0,281200000.0,3318300000.0,997700000.0,,600000.0,600000.0,,364600000.0,1748800000.0,,2400000.0,1746400000.0,12721600000.0,7369400000.0,487700000.0,,,42300000.0,42300000.0,,127100000.0,302700000.0,302700000.0,6328200000.0,,6328200000.0,517400000.0,5810800000.0,,,,,5352200000.0,730200000.0,0.0,,,1999200000.0,,,,15200000.0,768400000.0,,,1839200000.0,1468700000.0,370500000.0,,,2023-09-30
61250746.0,61250746.0,202190000.0,8176620000.0,8638220000.0,2364890000.0,8176620000.0,8436030000.0,8637670000.0,8401140000.0,-34890000.0,8436030000.0,216540000.0,7898520000.0,1941740000.0,61250000.0,61250000.0,4310520000.0,992210000.0,321400000.0,321390000.0,203710000.0,201640000.0,201640000.0,265470000.0,3318310000.0,72060000.0,5600000.0,550000.0,550000.0,361420000.0,,1773240000.0,10000.0,5600000.0,1773230000.0,12711660000.0,7028460000.0,493000000.0,565390000.0,0.0,37340000.0,36640000.0,700000.0,0.0,259410000.0,259410000.0,6163350000.0,-6468910000.0,12632260000.0,280070000.0,5883300000.0,6509250000.0,3332920000.0,2510020000.0,0.0,5683200000.0,566500000.0,60000000.0,283500000.0,559540000.0,2020930000.0,658310000.0,161410000.0,1201210000.0,27820000.0,600920000.0,-40940000.0,641860000.0,2130490000.0,1731970000.0,398520000.0,36220000.0,362300000.0,2023-03-31
