Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.212577,322874000.0,209611000.0,,771555000.0,322874000.0,322874000.0,-25575000.0,25575000.0,209611000.0,225197000.0,1283256000.0,,,,,225197000.0,225197000.0,0.0,225197000.0,-24489000.0,249686000.0,15586000.0,234100000.0,63199000.0,297299000.0,153359000.0,-25575000.0,25575000.0,169515000.0,511701000.0,511701000.0,,,681216000.0,771555000.0,1452771000.0,1452771000.0,2024-03-31
0.0,0.179262,290498000.0,212804000.0,,771364000.0,290498000.0,290498000.0,-22934000.0,22934000.0,212804000.0,-242303000.0,1228083000.0,46867118.0,46867118.0,-5.17,-5.17,-242303000.0,-242303000.0,0.0,-242303000.0,-6796000.0,-235507000.0,-455107000.0,219600000.0,47964000.0,267564000.0,132700000.0,-22934000.0,22934000.0,157798000.0,456719000.0,456719000.0,,,614517000.0,771364000.0,1385881000.0,1385881000.0,2023-12-31
0.0,0.163613,177285000.0,109349000.0,,2580154000.0,177285000.0,177285000.0,-22273000.0,22273000.0,109349000.0,109349000.0,3125138000.0,50860000.0,46930901.0,2.15,2.33,109349000.0,109349000.0,0.0,109349000.0,-20301000.0,129650000.0,,129650000.0,25362000.0,155012000.0,159036000.0,-22273000.0,22273000.0,18249000.0,544984000.0,544984000.0,,,563233000.0,2580154000.0,3143387000.0,3143387000.0,2023-09-30
0.0,0.142858,179411000.0,129986000.0,,599402000.0,179411000.0,179411000.0,-21737000.0,21737000.0,129986000.0,129986000.0,889723000.0,50974902.0,46926354.0,2.55,2.77,129986000.0,129986000.0,0.0,129986000.0,-5163000.0,135149000.0,,135149000.0,22525000.0,157674000.0,208437000.0,-21737000.0,21737000.0,-29026000.0,290321000.0,290321000.0,,,261295000.0,599402000.0,860697000.0,860697000.0,2023-06-30
0.0,0.235411,249190000.0,149552000.0,75893000.0,314801000.0,249190000.0,249190000.0,-20433000.0,20433000.0,149552000.0,149552000.0,916775000.0,,,,,149552000.0,149552000.0,0.0,149552000.0,-25353000.0,174905000.0,,174905000.0,53852000.0,228757000.0,207317000.0,-20433000.0,20433000.0,41873000.0,601974000.0,322586000.0,75893000.0,75893000.0,643847000.0,314801000.0,958648000.0,958648000.0,2023-03-31
,,,,72324000.0,,,,,,,,,50917578.0,46720072.0,2.56,2.79,,,,,,,0.0,,,,,,,,,,72324000.0,72324000.0,,,,,2022-12-31
0.0,0.066173,367698000.0,219170000.0,100680000.0,,367698000.0,267018000.0,-25456000.0,25456000.0,219170000.0,222579000.0,1296620000.0,50933410.0,47156568.0,4.37,4.72,222579000.0,222579000.0,0.0,222579000.0,-6407000.0,228986000.0,3409000.0,225577000.0,15985000.0,241562000.0,151860000.0,-25456000.0,25456000.0,115158000.0,1296620000.0,489733000.0,100680000.0,100680000.0,,,1411778000.0,1411778000.0,2024-06-30 00:00:00
