Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
13612688222.0,13612688222.0,,1502400000.0,38668600000.0,40302600000.0,22788400000.0,38668600000.0,402900000.0,39203100000.0,39701800000.0,39203100000.0,0.0,39203100000.0,11985900000.0,,,27217200000.0,27217200000.0,32587100000.0,2498600000.0,4800000.0,,659500000.0,160800000.0,498700000.0,1653800000.0,30088500000.0,642700000.0,842900000.0,242100000.0,600800000.0,5515800000.0,17977400000.0,,19600000.0,17957800000.0,71790200000.0,18913300000.0,784300000.0,,37700000.0,9029500000.0,9029500000.0,,,270100000.0,534500000.0,534500000.0,,8257200000.0,,8257200000.0,162100000.0,8095100000.0,,,,,52876900000.0,5942400000.0,0.0,,22922900000.0,,,,2600000.0,11500000.0,18295800000.0,,,5701700000.0,3206000000.0,2495700000.0,,2024-03-31
13612688222.0,13612688222.0,,1459000000.0,33690800000.0,35290900000.0,21904500000.0,33690800000.0,253200000.0,34085100000.0,34662600000.0,34085100000.0,,34085100000.0,6898200000.0,,,27186900000.0,27186900000.0,25227500000.0,2563100000.0,4800000.0,,704100000.0,126600000.0,577500000.0,1664400000.0,22664400000.0,639700000.0,754900000.0,126600000.0,628300000.0,5148200000.0,9489800000.0,,900000.0,9488900000.0,59312600000.0,14743700000.0,544500000.0,,2100000.0,5807000000.0,5807000000.0,,,284400000.0,394300000.0,394300000.0,,7711400000.0,,7711400000.0,375400000.0,7336000000.0,,,,,44568900000.0,6583900000.0,0.0,,19440300000.0,,,,4300000.0,6200000.0,14869200000.0,,,3665000000.0,1558700000.0,2106300000.0,,2023-09-30
12473087083.0,12473087083.0,15375700000.0,19379200000.0,10372300000.0,30040200000.0,14768600000.0,10372300000.0,330400000.0,10991400000.0,26164100000.0,10991400000.0,0.0,10991400000.0,65052600000.0,-188763000000.0,106825900000.0,24544000000.0,24544000000.0,44242400000.0,17234500000.0,4800000.0,4800000.0,15353300000.0,180600000.0,15172700000.0,1681800000.0,27007900000.0,75700000.0,4025900000.0,149800000.0,3876100000.0,5690900000.0,9469600000.0,505700000.0,17500000.0,8946400000.0,55233800000.0,13457300000.0,402200000.0,629700000.0,2000000.0,529300000.0,529000000.0,300000.0,0.0,292100000.0,619100000.0,619100000.0,0.0,7810200000.0,-11174200000.0,18984400000.0,25700000.0,609200000.0,11578400000.0,4310200000.0,2460900000.0,0.0,41776500000.0,6271000000.0,354700000.0,6351100000.0,18271300000.0,801900000.0,7113300000.0,10356100000.0,44500000.0,5400000.0,11704400000.0,-142800000.0,11847200000.0,5045100000.0,1372000000.0,3673100000.0,3673100000.0,2023-03-31
13612688222.0,13612688222.0,,1010000000.0,42530000000.0,1010000000.0,34720000000.0,42530000000.0,,42530000000.0,43540000000.0,42530000000.0,,42530000000.0,,,,,,38290000000.0,2930000000.0,1920000000.0,,1010000000.0,,1010000000.0,,35360000000.0,35360000000.0,,,,,,,,,80820000000.0,10740000000.0,10740000000.0,,,,,,,,,,,,,,,,,,,,70080000000.0,7540000000.0,,,25750000000.0,,,,,,23800000000.0,,,12990000000.0,,12990000000.0,,2024-06-30 00:00:00
