Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.3,416800000.0,-19000000.0,136600000.0,487200000.0,416800000.0,280200000.0,-34200000.0,34200000.0,-19000000.0,-19000000.0,1102000000.0,211111111.0,211111111.0,-0.09,-0.09,-19000000.0,-19000000.0,0.0,-19000000.0,-19200000.0,-19200000.0,265200000.0,246000000.0,31600000.0,-34200000.0,34200000.0,248700000.0,614800000.0,478200000.0,136600000.0,136600000.0,863500000.0,487200000.0,1350700000.0,1350700000.0
2023-09-30,0.0,0.308238,507750000.0,148300000.0,122810000.0,418620000.0,507750000.0,384940000.0,-166360000.0,170560000.0,148300000.0,148300000.0,935670000.0,,,,,148300000.0,148300000.0,0.0,148300000.0,148300000.0,148300000.0,66080000.0,214380000.0,54490000.0,-166360000.0,170560000.0,327950000.0,517050000.0,236090000.0,122810000.0,111610000.0,845000000.0,418620000.0,1263620000.0,1263620000.0
2023-06-30,0.0,0.334426,400100000.0,81200000.0,116100000.0,462500000.0,400100000.0,284000000.0,-162000000.0,162000000.0,81200000.0,81200000.0,1024200000.0,213401951.0,213401951.0,0.380503,0.380503,81200000.0,81200000.0,0.0,81200000.0,81200000.0,81200000.0,40800000.0,122000000.0,2700000.0,-162000000.0,162000000.0,281300000.0,561700000.0,445600000.0,116100000.0,116100000.0,843000000.0,462500000.0,1305500000.0,1305500000.0
