Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Payables,Other Payable,Accounts Payable,Total Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Properties,Prepaid Assets,Receivables,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Cash Cash Equivalents And Federal Funds Sold
4552667866.0,4552667866.0,809602700000.0,705812600000.0,1515415300000.0,705812600000.0,705812600000.0,1515415300000.0,707420700000.0,1608100000.0,705812600000.0,,,,45534100000.0,45534100000.0,8535382800000.0,809602700000.0,,,,9242803500000.0,2345919800000.0,2345919800000.0,,,,103275300000.0,,,,,,,,831229700000.0,,388939500000.0,2024-03-31,
4552667866.0,4552667866.0,758035200000.0,689313600000.0,1447348800000.0,689313600000.0,689313600000.0,1447348800000.0,690967900000.0,1654300000.0,689313600000.0,,,,45534100000.0,45534100000.0,8152083200000.0,758035200000.0,,,,8843051100000.0,2185729500000.0,2185729500000.0,,,,102537200000.0,,,,,,,,791703900000.0,,400765100000.0,2023-12-31,
4103566070.0,4103566070.0,653963200000.0,624456200000.0,1278419400000.0,624456200000.0,624456200000.0,1278419400000.0,626093100000.0,1636900000.0,624456200000.0,,,,41043100000.0,41043100000.0,8010601600000.0,653963200000.0,,,,8636694700000.0,2183266300000.0,2183266300000.0,,,,102210800000.0,,,,,,,,829436800000.0,,408185700000.0,2023-09-30,
4103566070.0,4103566070.0,622870232000.0,589706140000.0,1212576372000.0,589706140000.0,589706140000.0,1212576372000.0,589706140000.0,1565100000.0,589706140000.0,68960298000.0,36626670000.0,162545324000.0,41043052000.0,41043052000.0,7565850003000.0,622870232000.0,41877238000.0,16225591000.0,25651647000.0,8155556143000.0,2043978771000.0,2017197751000.0,19935443000.0,26781020000.0,26781020000.0,99610019000.0,-40533717000.0,140143736000.0,1085725000.0,47786619000.0,91271392000.0,68610640000.0,398435876000.0,843953185000.0,132593592000.0,21343258000.0,2023-03-31,
4103565570.0,4103565570.0,597692700000.0,591474700000.0,1189167400000.0,591474700000.0,591474700000.0,1189167400000.0,592981900000.0,1507200000.0,591474700000.0,,,,41043100000.0,41043100000.0,7412215500000.0,597692700000.0,,,,8005197400000.0,1941364400000.0,1941364400000.0,,,,100231500000.0,,,,,,,,874688900000.0,,461430400000.0,2022-12-31,
4552667866.0,4552667866.0,843779500000.0,707945100000.0,1551724600000.0,707945100000.0,707945100000.0,1551724600000.0,709523300000.0,1578200000.0,707945100000.0,,,,45534100000.0,45534100000.0,8902533200000.0,843779500000.0,,,,9612056500000.0,2499010100000.0,2499010100000.0,,,,103681400000.0,,,,,,,,857416900000.0,,428067400000.0,2024-06-30 00:00:00,
