Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.03877,970500000.0,,,689800000.0,124800000.0,7077500000.0,970500000.0,845700000.0,-123500000.0,123500000.0,689800000.0,689800000.0,8037300000.0,,,,,689800000.0,689800000.0,0.0,689800000.0,-4400000.0,694200000.0,694200000.0,28000000.0,722200000.0,248900000.0,-123500000.0,123500000.0,596800000.0,959800000.0,564200000.0,124800000.0,124800000.0,1556600000.0,7077500000.0,8634100000.0,8634100000.0,2024-03-31
0.0,0.166734,957900000.0,,,602700000.0,90200000.0,6101500000.0,957900000.0,867700000.0,-130000000.0,130000000.0,602700000.0,602700000.0,6864400000.0,68958810.0,68958810.0,8.74,8.74,602700000.0,602700000.0,0.0,602700000.0,-12000000.0,614700000.0,614700000.0,123000000.0,737700000.0,154400000.0,-130000000.0,130000000.0,713300000.0,762900000.0,338300000.0,90200000.0,90200000.0,1476200000.0,6101500000.0,7577700000.0,7577700000.0,2023-12-31
-10510567.164179,0.121791,953700000.0,-86300000.0,-86300000.0,578600000.0,85700000.0,6804100000.0,867400000.0,781700000.0,-111700000.0,111700000.0,654389432.835821,578600000.0,7635100000.0,67910798.0,67910798.0,8.52,8.52,578600000.0,578600000.0,0.0,578600000.0,-9800000.0,588400000.0,588400000.0,81600000.0,670000000.0,141300000.0,-111700000.0,111700000.0,726700000.0,831000000.0,430700000.0,85700000.0,85700000.0,1557700000.0,6804100000.0,8361800000.0,8361800000.0,2023-09-30
0.0,0.140778,817800000.0,,,525500000.0,79200000.0,5628800000.0,817800000.0,738600000.0,-127000000.0,127000000.0,525500000.0,525500000.0,6412500000.0,68246753.0,68246753.0,7.7,7.7,525500000.0,525500000.0,0.0,525500000.0,-4700000.0,525500000.0,525500000.0,86100000.0,611600000.0,117200000.0,-127000000.0,127000000.0,621400000.0,783700000.0,311900000.0,79200000.0,79200000.0,1405100000.0,5628800000.0,7033900000.0,7033900000.0,2023-06-30
38206335.101046,0.073957,234200000.0,516600000.0,516600000.0,638100000.0,69200000.0,6193200000.0,750800000.0,681600000.0,-110200000.0,-16100000.0,159706335.101046,638100000.0,6645300000.0,,,,,638100000.0,638100000.0,0.0,638100000.0,-1800000.0,639900000.0,646100000.0,51600000.0,697700000.0,-668400000.0,-110200000.0,-16100000.0,709800000.0,452100000.0,-624700000.0,69200000.0,67800000.0,1161900000.0,6193200000.0,7355100000.0,7355100000.0,2023-03-31
,,,-89700000.0,-89700000.0,,,,,,,,,,,67654987.0,67654987.0,7.42,7.42,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.094058,945400000.0,,,673300000.0,65200000.0,7285500000.0,945400000.0,880200000.0,-129600000.0,129600000.0,673300000.0,673300000.0,8267100000.0,68564155.0,68564155.0,9.82,9.82,673300000.0,673300000.0,0.0,673300000.0,-6700000.0,680000000.0,680000000.0,70600000.0,750600000.0,68700000.0,-129600000.0,129600000.0,811500000.0,981600000.0,488800000.0,65200000.0,65200000.0,1793100000.0,7285500000.0,9078600000.0,9078600000.0,2024-06-30 00:00:00
