Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Impairment Of Capital Assets
-366540000.0,0.3,114600000.0,-1221800000.0,-1221800000.0,-2553400000.0,252500000.0,1599800000.0,-1107200000.0,-1359700000.0,-306900000.0,306900000.0,-1698140000.0,-2553400000.0,2781300000.0,,,,,-2553400000.0,-2553400000.0,0.0,-2553400000.0,9700000.0,-2554500000.0,-2554500000.0,887900000.0,-1666600000.0,17000000.0,-1221800000.0,-2700000.0,1175900000.0,,-306900000.0,306900000.0,-154900000.0,1181500000.0,368900000.0,252500000.0,252500000.0,1026600000.0,1599800000.0,2626400000.0,2626400000.0,2024-03-31,
0.0,0.0,-1612400000.0,-627700000.0,-627700000.0,-2753400000.0,259600000.0,2155200000.0,-2240100000.0,-2499700000.0,-253700000.0,253700000.0,-2125700000.0,-2753400000.0,3041200000.0,39057382.0,39057382.0,-70.496276,-70.496276,-2753400000.0,-2753400000.0,0.0,-2753400000.0,0.0,-2753400000.0,-2753400000.0,0.0,-2753400000.0,-1318100000.0,-627700000.0,627700000.0,0.0,,-253700000.0,253700000.0,-553900000.0,886000000.0,,259600000.0,259600000.0,332100000.0,2155200000.0,2487300000.0,2487300000.0,2023-12-31,
0.0,0.0,388100000.0,-52200000.0,-52200000.0,-171600000.0,262100000.0,2375300000.0,335900000.0,73800000.0,-244400000.0,244400000.0,-119400000.0,-171600000.0,4138200000.0,39033491.0,39033491.0,-4.396225,-4.396225,-171600000.0,-171600000.0,0.0,-171600000.0,-1000000.0,-170600000.0,-170600000.0,0.0,-170600000.0,11800000.0,-52200000.0,,52200000.0,,-244400000.0,244400000.0,114200000.0,1762900000.0,859600000.0,262100000.0,262100000.0,1877100000.0,2375300000.0,4252400000.0,4252400000.0,2023-09-30,
0.0,0.349114,211600000.0,,,-195500000.0,259100000.0,1919900000.0,211600000.0,-47500000.0,-246100000.0,246100000.0,-195500000.0,-195500000.0,3591000000.0,39064783.0,39064783.0,-5.004508,-5.004508,-195500000.0,-195500000.0,0.0,-195500000.0,4400000.0,-191100000.0,-191100000.0,-102500000.0,-293600000.0,20400000.0,,,,,-246100000.0,246100000.0,-67900000.0,1671100000.0,800500000.0,259100000.0,259100000.0,1603200000.0,1919900000.0,3523100000.0,3523100000.0,2023-06-30,
992445.328032,0.254473,463700000.0,3900000.0,3900000.0,37600000.0,264500000.0,2168300000.0,467600000.0,203100000.0,-127600000.0,152800000.0,34692445.328032,37600000.0,2832200000.0,,,,,37600000.0,37600000.0,0.0,37600000.0,100000.0,37500000.0,37500000.0,12800000.0,50300000.0,-122300000.0,3900000.0,,,0.0,-127600000.0,152800000.0,327800000.0,663900000.0,-122500000.0,264500000.0,107600000.0,991700000.0,2168300000.0,3160000000.0,3160000000.0,2023-03-31,
,,,0.0,0.0,,,,,,,,,,,40688319.0,40688319.0,0.110597,0.110597,,,,,,,,,,,0.0,,0.0,0.0,,,,,799100000.0,,,,,,,2022-12-31,
0.0,0.0,424800000.0,0.0,0.0,-134600000.0,250700000.0,2015700000.0,424800000.0,174100000.0,-308700000.0,308700000.0,-134600000.0,-134600000.0,3466400000.0,38457143.0,38457143.0,-3.5,-3.5,-134600000.0,-134600000.0,0.0,-134600000.0,0.0,-134600000.0,-134600000.0,0.0,-134600000.0,5600000.0,0.0,,0.0,,-308700000.0,308700000.0,168500000.0,1450700000.0,649800000.0,250700000.0,250700000.0,1619200000.0,2015700000.0,3634900000.0,3634900000.0,2024-06-30 00:00:00,0.0
