Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.056534,1778407000.0,669800000.0,333915000.0,1484341000.0,1778407000.0,1444492000.0,-527520000.0,554181000.0,26661000.0,669800000.0,669800000.0,1892342000.0,,,,,669800000.0,669800000.0,0.0,669800000.0,-170178000.0,839978000.0,839978000.0,50333000.0,890311000.0,-18070000.0,-527520000.0,554181000.0,26661000.0,1437430000.0,408001000.0,74086000.0,333915000.0,333915000.0,1845431000.0,1484341000.0,3329772000.0,3329772000.0,2024-03-31
0.0,0.211554,1444278000.0,354013000.0,333401000.0,656293000.0,1444278000.0,1110877000.0,-533757000.0,555444000.0,21687000.0,354013000.0,354013000.0,1822925000.0,786695556.0,786695556.0,0.45,0.45,354013000.0,354013000.0,0.0,354013000.0,-83916000.0,437929000.0,437929000.0,117504000.0,555433000.0,21752000.0,-533757000.0,555444000.0,21687000.0,1064007000.0,1166632000.0,833231000.0,333401000.0,333401000.0,2230639000.0,656293000.0,2886932000.0,2886932000.0,2023-12-31
0.0,0.246848,1059342000.0,226479000.0,226045000.0,594892000.0,1059342000.0,833297000.0,-473479000.0,482924000.0,9445000.0,226479000.0,226479000.0,1479316000.0,780962069.0,780962069.0,0.29,0.29,226479000.0,226479000.0,0.0,226479000.0,-37405000.0,263884000.0,263884000.0,86489000.0,350373000.0,29209000.0,-473479000.0,482924000.0,9445000.0,792657000.0,884424000.0,658379000.0,226045000.0,226045000.0,1677081000.0,594892000.0,2271973000.0,2271973000.0,2023-09-30
0.0,0.240004,1082311000.0,234607000.0,227949000.0,550268000.0,1082311000.0,854362000.0,-481425000.0,492156000.0,10731000.0,234607000.0,234607000.0,1405537000.0,782023333.0,782023333.0,0.3,0.3,234607000.0,234607000.0,0.0,234607000.0,-40668000.0,275275000.0,275275000.0,86931000.0,362206000.0,23500000.0,-481425000.0,492156000.0,10731000.0,817015000.0,855269000.0,627320000.0,227949000.0,227949000.0,1672284000.0,550268000.0,2222552000.0,2222552000.0,2023-06-30
0.0,0.195566,1385693000.0,439710000.0,235223000.0,693957000.0,1385693000.0,1150470000.0,-452472000.0,416810000.0,-14434000.0,439710000.0,439710000.0,982690000.0,,,,,439710000.0,439710000.0,0.0,439710000.0,-150471000.0,590181000.0,590181000.0,143479000.0,733660000.0,-3819000.0,-452472000.0,416810000.0,-14434000.0,1186088000.0,288733000.0,164076000.0,235223000.0,-25024000.0,1474821000.0,693957000.0,2168778000.0,2168778000.0,2023-03-31
,,,,,,,,,,,,,,783776471.0,783776471.0,0.51,0.51,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.311131,1180271000.0,198105000.0,345699000.0,671364000.0,1180271000.0,834572000.0,-517628000.0,542512000.0,24884000.0,198105000.0,198105000.0,1875238000.0,792420000.0,792420000.0,0.25,0.25,198105000.0,198105000.0,0.0,198105000.0,-3086000.0,201191000.0,201191000.0,90869000.0,292060000.0,3550000.0,-517628000.0,542512000.0,24884000.0,804945000.0,1203874000.0,858175000.0,345699000.0,345699000.0,2008819000.0,671364000.0,2680183000.0,2680183000.0,2024-06-30 00:00:00
