Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.285037,1626510000.0,0.0,0.0,654730000.0,463000000.0,2428560000.0,1626510000.0,1163510000.0,-163570000.0,163570000.0,654730000.0,654730000.0,5211270000.0,,,,,654730000.0,654730000.0,0.0,654730000.0,-60190000.0,714920000.0,714920000.0,285020000.0,999940000.0,38070000.0,0.0,,-163570000.0,163570000.0,1126700000.0,2782710000.0,2319710000.0,463000000.0,463000000.0,3909410000.0,2428560000.0,6337970000.0,6337970000.0,2024-03-31
0.0,0.252796,1502530000.0,0.0,0.0,718440000.0,353760000.0,2298180000.0,1502530000.0,1148770000.0,-124270000.0,124270000.0,718440000.0,718440000.0,4940910000.0,80004454.0,80004454.0,8.98,8.98,718440000.0,718440000.0,0.0,718440000.0,-47070000.0,765510000.0,765510000.0,258990000.0,1024500000.0,32550000.0,0.0,,-124270000.0,124270000.0,1117450000.0,2642730000.0,2288970000.0,353760000.0,353760000.0,3760180000.0,2298180000.0,6058360000.0,6058360000.0,2023-12-31
0.0,0.269242,1801320000.0,0.0,0.0,920160000.0,326070000.0,2460760000.0,1801320000.0,1475250000.0,-89100000.0,89100000.0,920160000.0,920160000.0,5078170000.0,80013913.0,80013913.0,11.5,11.5,920160000.0,920160000.0,0.0,920160000.0,-92780000.0,1012940000.0,1012940000.0,373210000.0,1386150000.0,28820000.0,0.0,,-89100000.0,89100000.0,1446650000.0,2617410000.0,2291340000.0,326070000.0,326070000.0,4064060000.0,2460760000.0,6524820000.0,6524820000.0,2023-09-30
0.0,0.269086,1601760000.0,0.0,0.0,808150000.0,322650000.0,2339080000.0,1601760000.0,1279110000.0,-93320000.0,93320000.0,808150000.0,808150000.0,4812300000.0,80014851.0,80014851.0,10.1,10.1,808150000.0,808150000.0,0.0,808150000.0,-58560000.0,866710000.0,866710000.0,319080000.0,1185790000.0,31120000.0,0.0,,-93320000.0,93320000.0,1247990000.0,2473220000.0,2150570000.0,322650000.0,322650000.0,3721210000.0,2339080000.0,6060290000.0,6060290000.0,2023-06-30
0.0,0.224686,1681170000.0,0.0,0.0,932720000.0,354310000.0,2138500000.0,1681170000.0,1326860000.0,-54150000.0,54150000.0,932720000.0,932720000.0,4481260000.0,,,,,932720000.0,932720000.0,0.0,932720000.0,-54030000.0,986750000.0,986750000.0,285960000.0,1272710000.0,48830000.0,0.0,0.0,-54150000.0,54150000.0,1278030000.0,2342760000.0,1988450000.0,354310000.0,354310000.0,3620790000.0,2138500000.0,5759290000.0,5759290000.0,2023-03-31
,,,,,,,,,,,,,,,80063224.0,80063224.0,9.49,9.49,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.250983,1840000000.0,,,866000000.0,390000000.0,2612000000.0,1840000000.0,1450000000.0,-179000000.0,179000000.0,866000000.0,866000000.0,5480000000.0,80036969.0,80036969.0,10.82,10.82,866000000.0,866000000.0,0.0,866000000.0,-86000000.0,952000000.0,952000000.0,319000000.0,1271000000.0,46000000.0,,,-179000000.0,179000000.0,1404000000.0,2868000000.0,2478000000.0,390000000.0,390000000.0,4272000000.0,2612000000.0,6884000000.0,6884000000.0,2024-06-30 00:00:00
