Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.113225,20108000.0,0.0,0.0,14518000.0,7420000.0,73133000.0,20108000.0,12688000.0,4895000.0,3803000.0,8698000.0,14518000.0,14518000.0,117026000.0,,,,,14518000.0,14518000.0,0.0,14518000.0,14518000.0,,0.0,14518000.0,1006000.0,8885000.0,5066000.0,0.0,4895000.0,3803000.0,8698000.0,-1086000.0,43893000.0,14646000.0,7420000.0,7420000.0,42807000.0,73133000.0,115940000.0,115940000.0,2024-03-31
0.0,0.023578,-7927000.0,0.0,0.0,-21522000.0,6418000.0,50229000.0,-7927000.0,-14345000.0,3087000.0,4062000.0,7149000.0,-21522000.0,-21522000.0,87616000.0,8930290.0,8930290.0,-2.41,-2.41,-21522000.0,-21522000.0,0.0,-21522000.0,-21522000.0,,0.0,-21522000.0,-434000.0,-18407000.0,1213000.0,0.0,3087000.0,4062000.0,7149000.0,-22597000.0,37387000.0,10095000.0,6418000.0,6418000.0,14790000.0,50229000.0,65019000.0,65019000.0,2023-12-31
0.0,0.102933,2201000.0,0.0,0.0,-10031000.0,6431000.0,77680000.0,2201000.0,-4230000.0,638000.0,6952000.0,7590000.0,-10031000.0,-10031000.0,119816000.0,8989535.0,8989535.0,-0.86,-0.86,-7731000.0,-7731000.0,0.0,-7731000.0,-7731000.0,2300000.0,0.0,-10031000.0,-1151000.0,-11182000.0,,0.0,638000.0,6952000.0,7590000.0,-13173000.0,42136000.0,16497000.0,6431000.0,6431000.0,28963000.0,77680000.0,106643000.0,106643000.0,2023-09-30
0.0,0.3,13093000.0,0.0,0.0,1041000.0,7600000.0,72900000.0,13093000.0,5493000.0,2430000.0,2867000.0,5297000.0,1041000.0,1041000.0,111762000.0,8100000.0,8100000.0,0.03,0.03,243000.0,243000.0,0.0,243000.0,243000.0,-798000.0,0.0,1041000.0,1585000.0,2626000.0,260000.0,0.0,2430000.0,2867000.0,5297000.0,-349000.0,38862000.0,11349000.0,7600000.0,7600000.0,38513000.0,72900000.0,111413000.0,111413000.0,2023-06-30
683283.0,0.3,3617390.0,2277610.0,2277610.0,8512940.0,12709600.0,41853740.0,5895000.0,-6814600.0,5904380.0,-8073780.0,3636700.0,6918613.0,8512940.0,120924750.0,,,,,-14027050.0,-14027050.0,0.0,-14027050.0,-14027050.0,-22539990.0,0.0,8512940.0,-7253760.0,1259180.0,-240640.0,3195810.0,5904380.0,-8073780.0,3636700.0,-4800890.0,79071010.0,-1984700.0,12709600.0,12709600.0,74270120.0,41853740.0,116123860.0,116123860.0,2023-03-31
,,,,,,,,,,,,,,,,8943684.0,8943684.0,-1.9,-1.9,,,,,,-8656000.0,,,,,358000.0,,,,,,,,,,,,,,2022-12-31
0.0,0.3,10842000.0,0.0,0.0,-336000.0,7706000.0,66851000.0,10842000.0,3136000.0,1273000.0,2361000.0,3634000.0,-336000.0,-336000.0,108643000.0,8400000.0,8400000.0,-0.04,-0.04,-336000.0,-336000.0,0.0,-336000.0,-336000.0,0.0,0.0,-336000.0,1111000.0,775000.0,509000.0,0.0,1273000.0,2361000.0,3634000.0,-2594000.0,41792000.0,13982000.0,7706000.0,7706000.0,39198000.0,66851000.0,106049000.0,106049000.0,2024-06-30 00:00:00
