Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
66048908.0,66048908.0,2254316000.0,2763215000.0,29597735000.0,34926105000.0,16611722000.0,29597735000.0,254168000.0,32417058000.0,33812083000.0,38103902000.0,5686844000.0,32417058000.0,32284960000.0,,,132098000.0,132098000.0,13080360000.0,4477187000.0,880654000.0,,,1411707000.0,1589588000.0,194563000.0,1395025000.0,143471000.0,8603173000.0,978742000.0,1173627000.0,59605000.0,1114022000.0,717395000.0,3290016000.0,,,,3290016000.0,51184262000.0,25969367000.0,913393000.0,,0.0,3725962000.0,,3725962000.0,,,,,2819323000.0,982194000.0,1837129000.0,18020448000.0,,18020448000.0,2051227000.0,15969221000.0,,,,,25214895000.0,1402487000.0,,,,6815362000.0,,,,,119173000.0,2571776000.0,,,14306097000.0,14051366000.0,254731000.0,,2024-03-31
66048908.0,66048908.0,738008000.0,1331280000.0,26775754000.0,30679290000.0,15342371000.0,26775754000.0,269895000.0,29617905000.0,30118063000.0,34929721000.0,5311816000.0,29617905000.0,29485806000.0,,,132099000.0,132099000.0,11344473000.0,3374073000.0,859335000.0,,,1207135000.0,718851000.0,218693000.0,500158000.0,114252000.0,7970400000.0,1041811000.0,612429000.0,51202000.0,561227000.0,823210000.0,3817091000.0,,,267595000.0,3549496000.0,46274194000.0,22961423000.0,1299047000.0,,0.0,4013133000.0,,4013133000.0,,,,,2842151000.0,1005022000.0,1837129000.0,14391829000.0,,14391829000.0,890914000.0,13500915000.0,,,,,23312771000.0,831689000.0,0.0,,,4865391000.0,,,,,266859000.0,3005835000.0,,,14342997000.0,14019620000.0,323377000.0,,2023-09-30
66048908.0,66048908.0,1662320000.0,2310377000.0,22930849000.0,27830748000.0,12895815000.0,22930849000.0,287123000.0,25807494000.0,26503253000.0,30645827000.0,4838333000.0,25807494000.0,27750000.0,20068100000.0,2107254000.0,132098000.0,132098000.0,11185743000.0,3357825000.0,1000.0,105414000.0,77480000.0,997052000.0,931666000.0,235907000.0,695759000.0,838016000.0,7827918000.0,819226000.0,1378711000.0,51216000.0,1327495000.0,847820000.0,3100948000.0,37267000.0,15466000.0,,3048215000.0,41831570000.0,21107837000.0,824324000.0,636323000.0,104904000.0,2749182000.0,2449742000.0,292945000.0,6495000.0,500000.0,0.0,500000.0,2876645000.0,1039516000.0,1837129000.0,14666940000.0,-21387449000.0,36054389000.0,1012678000.0,274346000.0,30176218000.0,3825481000.0,765666000.0,0.0,20723733000.0,41237000.0,0.0,65357000.0,1225387000.0,4923114000.0,12627000.0,544962000.0,197494000.0,4168031000.0,75059000.0,3323049000.0,-58178000.0,3381227000.0,11070530000.0,10709596000.0,360934000.0,360934000.0,2023-03-31
