Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges
0.0,0.4,551600000.0,526700000.0,623500000.0,551600000.0,551600000.0,-50800000.0,50800000.0,526700000.0,526700000.0,1843400000.0,,,,,526700000.0,526700000.0,0.0,526700000.0,-800000.0,527500000.0,527500000.0,-26700000.0,500800000.0,31100000.0,-50800000.0,50800000.0,520400000.0,1219900000.0,1219900000.0,1740300000.0,623500000.0,2363800000.0,2363800000.0,2024-03-31,,,
0.0,0.028079,625400000.0,561600000.0,576400000.0,625400000.0,625400000.0,-44900000.0,44900000.0,561600000.0,561600000.0,1565600000.0,25320108.0,25320108.0,22.18,22.18,561600000.0,561600000.0,0.0,561600000.0,-2600000.0,564200000.0,564200000.0,16300000.0,580500000.0,57900000.0,-44900000.0,44900000.0,567500000.0,989200000.0,989200000.0,1556700000.0,576400000.0,2133100000.0,2133100000.0,2023-12-31,,,
0.0,0.3,-33900000.0,-147800000.0,532000000.0,-33900000.0,-33900000.0,-108600000.0,108600000.0,-147800000.0,-147800000.0,1016300000.0,25975395.0,25975395.0,-5.69,-5.69,-147800000.0,-147800000.0,0.0,-147800000.0,-3200000.0,-144600000.0,-144600000.0,2100000.0,-142500000.0,138100000.0,-108600000.0,108600000.0,-172000000.0,484300000.0,484300000.0,312300000.0,532000000.0,844300000.0,844300000.0,2023-09-30,,,
0.0,0.008043,285900000.0,256000000.0,535400000.0,285900000.0,285900000.0,-24800000.0,24800000.0,256000000.0,256000000.0,1957900000.0,25122669.0,25122669.0,10.19,10.19,256000000.0,256000000.0,0.0,256000000.0,-3000000.0,259000000.0,259000000.0,2100000.0,261100000.0,128000000.0,-24800000.0,24800000.0,157800000.0,1422500000.0,1422500000.0,1580300000.0,535400000.0,2115700000.0,2115700000.0,2023-06-30,,,
0.0,0.340272,-58748000.0,-48443000.0,1901621000.0,-58748000.0,-58748000.0,59270000.0,11966000.0,-48443000.0,-48443000.0,1254724000.0,,,,,-48443000.0,-48443000.0,0.0,-48443000.0,-1791000.0,-46652000.0,-46652000.0,-24062000.0,-70714000.0,-209220000.0,59270000.0,11966000.0,-25512000.0,-646897000.0,-805013000.0,-672409000.0,1901621000.0,1229212000.0,1229212000.0,2023-03-31,,,
,,,,,,,,,,,,25285714.0,25285714.0,-0.7,-0.7,,,,,,,,,,,,,,,,,,,,2022-12-31,,,
5632653.061224,0.064595,486100000.0,498500000.0,581300000.0,573300000.0,573300000.0,-39200000.0,39200000.0,416932653.061224,498500000.0,1742600000.0,25420704.0,25420704.0,19.61,19.61,498500000.0,498500000.0,0.0,498500000.0,-1100000.0,499600000.0,499600000.0,34500000.0,534100000.0,78800000.0,-39200000.0,39200000.0,407300000.0,1161300000.0,1161300000.0,1568600000.0,581300000.0,2149900000.0,2149900000.0,2024-06-30 00:00:00,87200000.0,87200000.0,87200000.0
