Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
36630701.0,36630701.0,356693000.0,427395000.0,4763943000.0,5191480000.0,2894667000.0,4763943000.0,0.0,4764085000.0,4768199000.0,4764085000.0,4764085000.0,4397778000.0,,,366307000.0,366307000.0,688335000.0,51328000.0,,,44247000.0,4114000.0,0.0,4114000.0,2967000.0,637007000.0,35985000.0,423281000.0,0.0,423281000.0,,2379000.0,120108000.0,,,0.0,120108000.0,5452420000.0,1920746000.0,15142000.0,,8557000.0,8557000.0,142000.0,,1889237000.0,,1889237000.0,424477000.0,1464760000.0,,,,,3531674000.0,218006000.0,,,616122000.0,,,,,,77272000.0,818814000.0,,,1801460000.0,1730758000.0,70702000.0,,2024-03-31
36630701.0,36630701.0,379516000.0,393239000.0,4691013000.0,5084316000.0,2702753000.0,4691013000.0,0.0,4691077000.0,4696649000.0,4691077000.0,4691077000.0,4324770000.0,,,366307000.0,366307000.0,718927000.0,44558000.0,-1000.0,,33983000.0,5572000.0,0.0,5572000.0,2936000.0,674369000.0,31602000.0,387667000.0,0.0,387667000.0,,1467000.0,180931000.0,,,3830000.0,177101000.0,5410004000.0,2032882000.0,45246000.0,,380480000.0,380480000.0,64000.0,,1607092000.0,,1607092000.0,224565000.0,1382527000.0,,,,,3377122000.0,216880000.0,,,813092000.0,,,,,,59589000.0,855169000.0,,,1432392000.0,1418669000.0,13723000.0,,2023-09-30
36630701.0,36630701.0,195304000.0,640153000.0,4573527000.0,5213317000.0,2200994000.0,4573527000.0,427000.0,4573591000.0,4580907000.0,4573591000.0,4573591000.0,4207284000.0,2735193000.0,1472091000.0,366307000.0,366307000.0,959977000.0,47437000.0,,1295000.0,30555000.0,7316000.0,0.0,7316000.0,1295000.0,912540000.0,7700000.0,632837000.0,427000.0,632410000.0,192000.0,192000.0,262199000.0,48379000.0,66000.0,0.0,213754000.0,5533568000.0,2420034000.0,-1000.0,38120000.0,100000000.0,100000000.0,64000.0,64000.0,1550622000.0,-377145000.0,1927767000.0,136447000.0,9441000.0,1059785000.0,317661000.0,404433000.0,0.0,3113534000.0,-1000.0,703301000.0,244233000.0,790458000.0,1583000.0,158325000.0,63575000.0,566975000.0,43366000.0,51270000.0,676033000.0,-1255000.0,677288000.0,604874000.0,160452000.0,444422000.0,444422000.0,2023-03-31
