Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-4395266.635931,0.249731,843900000.0,-17600000.0,-17600000.0,488200000.0,156200000.0,5300300000.0,826300000.0,670100000.0,-19400000.0,19400000.0,501404733.364069,488200000.0,7059700000.0,,,,,488200000.0,488200000.0,0.0,488200000.0,488200000.0,488200000.0,162500000.0,650700000.0,29300000.0,-17600000.0,17600000.0,-19400000.0,19400000.0,658400000.0,1759400000.0,1146300000.0,156200000.0,156200000.0,2417800000.0,5300300000.0,7718100000.0,7718100000.0,2024-03-31
-29960873.263397,0.231358,-8000000.0,-129500000.0,-129500000.0,-271100000.0,165300000.0,1941800000.0,-137500000.0,-302800000.0,-49900000.0,49900000.0,-171560873.263397,-271100000.0,3192400000.0,27110000.0,27110000.0,-10.0,-10.0,-271100000.0,-271100000.0,0.0,-271100000.0,-271100000.0,-271100000.0,-81600000.0,-352700000.0,23500000.0,-129500000.0,129500000.0,-49900000.0,49900000.0,-196800000.0,1250600000.0,716700000.0,165300000.0,165300000.0,1053800000.0,1941800000.0,2995600000.0,2995600000.0,2023-12-31
-29716064.257028,0.24498,-416500000.0,-121300000.0,-121300000.0,-564000000.0,158000000.0,2037400000.0,-537800000.0,-695800000.0,-51200000.0,51200000.0,-472416064.257028,-564000000.0,3395300000.0,27246377.0,27246377.0,-20.7,-20.7,-564000000.0,-564000000.0,0.0,-564000000.0,-564000000.0,-564000000.0,-183000000.0,-747000000.0,19300000.0,-121300000.0,,-51200000.0,51200000.0,-593800000.0,1357900000.0,776900000.0,158000000.0,158000000.0,764100000.0,2037400000.0,2801500000.0,2801500000.0,2023-09-30
0.0,0.241774,-331100000.0,0.0,0.0,-410200000.0,164000000.0,4206900000.0,-331100000.0,-495100000.0,-45900000.0,45900000.0,-410200000.0,-410200000.0,6195600000.0,27165563.0,27165563.0,-15.1,-15.1,-410200000.0,-410200000.0,0.0,-410200000.0,-410200000.0,-410200000.0,-130800000.0,-541000000.0,28700000.0,0.0,,-45900000.0,45900000.0,-523800000.0,1988700000.0,1371100000.0,164000000.0,164000000.0,1464900000.0,4206900000.0,5671800000.0,5671800000.0,2023-06-30
-7200000.0,0.3,234900000.0,-24000000.0,-24000000.0,-10600000.0,163800000.0,3751000000.0,210900000.0,47100000.0,-25500000.0,25500000.0,6200000.0,-10600000.0,5406300000.0,,,,,-10600000.0,-10600000.0,0.0,-10600000.0,-10600000.0,-10600000.0,32200000.0,21600000.0,23200000.0,-24000000.0,,-25500000.0,25500000.0,69900000.0,1655300000.0,1016200000.0,163800000.0,163800000.0,1725200000.0,3751000000.0,5476200000.0,5476200000.0,2023-03-31
,,,,,,,,,,,,,,,27250000.0,27250000.0,-9.6,-9.6,,,,,,,,,,,147200000.0,,,,,,,,,,,,2022-12-31
0.0,0.263147,671200000.0,0.0,0.0,361500000.0,165700000.0,7343600000.0,671200000.0,505500000.0,-14900000.0,14900000.0,361500000.0,361500000.0,9559600000.0,27180451.0,27180451.0,13.3,13.3,361500000.0,361500000.0,0.0,361500000.0,361500000.0,361500000.0,129100000.0,490600000.0,105500000.0,0.0,,-14900000.0,14900000.0,400000000.0,2216000000.0,1604900000.0,165700000.0,165700000.0,2616000000.0,7343600000.0,9959600000.0,9959600000.0,2024-06-30 00:00:00
