Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Tax Provision
-7610800.0,0.4,98149000.0,-19027000.0,-19027000.0,166413000.0,2563000.0,1481173000.0,79122000.0,76559000.0,-16261000.0,16261000.0,177829200.0,166413000.0,815061000.0,,,,,166413000.0,166413000.0,0.0,166413000.0,166413000.0,,166413000.0,60298000.0,19416000.0,-19027000.0,-16261000.0,16261000.0,76170000.0,-666112000.0,-681171000.0,2563000.0,2563000.0,-589942000.0,1481173000.0,891231000.0,891231000.0,2024-03-31,
0.0,0.3,156251000.0,,,139077000.0,2031000.0,638949000.0,156251000.0,154220000.0,-15143000.0,15143000.0,139077000.0,139077000.0,951032000.0,49848387.0,47144746.0,2.79,2.95,139077000.0,139077000.0,0.0,139077000.0,139077000.0,,139077000.0,139077000.0,1391000.0,,-15143000.0,15143000.0,152829000.0,312083000.0,287721000.0,2031000.0,2031000.0,464912000.0,638949000.0,1103861000.0,1103861000.0,2023-12-31,
0.0,0.3,129244000.0,,,114314000.0,1858000.0,352527000.0,129244000.0,127386000.0,-13072000.0,13072000.0,114314000.0,114314000.0,684765000.0,49486580.0,45183399.0,2.31,2.53,114314000.0,114314000.0,0.0,114314000.0,114314000.0,,114374000.0,114314000.0,1698000.0,,-13072000.0,13072000.0,125688000.0,332238000.0,307091000.0,1858000.0,1858000.0,457926000.0,352527000.0,810453000.0,810453000.0,2023-09-30,
4070400.0,0.3,52155000.0,13568000.0,13568000.0,49684000.0,806000.0,235409000.0,65723000.0,64917000.0,-15233000.0,15233000.0,40186400.0,49684000.0,408201000.0,51754167.0,47318095.0,0.96,1.05,49684000.0,49684000.0,0.0,49684000.0,49684000.0,,49684000.0,49684000.0,1291000.0,13568000.0,-15233000.0,15233000.0,50058000.0,172792000.0,155506000.0,806000.0,806000.0,222850000.0,235409000.0,458259000.0,458259000.0,2023-06-30,
0.0,0.0,-41561000.0,26432000.0,26432000.0,-3953000.0,830000.0,532333000.0,-15129000.0,-15959000.0,-13104000.0,-12006000.0,-30385000.0,-3955000.0,514372000.0,,,,,-3955000.0,-3955000.0,0.0,-3955000.0,-3955000.0,-2000.0,-3953000.0,-3953000.0,28537000.0,26432000.0,-13104000.0,-12006000.0,-8225000.0,-17961000.0,-66713000.0,830000.0,830000.0,-26186000.0,532333000.0,506147000.0,506147000.0,2023-03-31,
,,,30112000.0,30112000.0,,,,,,,,,,,37249831.0,37249831.0,1.06,1.06,,,,,,,,,,30112000.0,,,,,,,,,,,,2022-12-31,
0.0,0.377887,79740000.0,,,37007000.0,3643000.0,379668000.0,79740000.0,76097000.0,-16611000.0,16611000.0,37007000.0,37007000.0,647744000.0,57823438.0,55234328.0,0.64,0.67,37007000.0,37007000.0,0.0,37007000.0,37007000.0,,37007000.0,59486000.0,6788000.0,,-16611000.0,16611000.0,69309000.0,268076000.0,246373000.0,3643000.0,3643000.0,337385000.0,379668000.0,717053000.0,717053000.0,2024-06-30 00:00:00,22479000.0
