Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Prepaid Assets,Other Receivables,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
349700.0,22432921.0,22782621.0,4491359000.0,5049357000.0,4739725000.0,9780501000.0,9737705000.0,4739725000.0,17127000.0,4748271000.0,9780501000.0,4748271000.0,4748271000.0,4523909000.0,,,224362000.0,224362000.0,5105049000.0,5104309000.0,12620000.0,5049357000.0,17127000.0,5032230000.0,,740000.0,,,,,,740000.0,,,740000.0,,9853320000.0,114875000.0,,10531000.0,26239000.0,26239000.0,1314000.0,8546000.0,8546000.0,68245000.0,,68245000.0,68245000.0,,,,9738445000.0,6910000.0,5125000.0,,9092507000.0,633903000.0,93032000.0,540871000.0,,,2024-03-31
362450.0,22420171.0,22782621.0,3791539000.0,4076072000.0,4387082000.0,8449783000.0,8571173000.0,4387082000.0,19373000.0,4393084000.0,8449783000.0,4393084000.0,4393084000.0,4168882000.0,,,224202000.0,224202000.0,4314217000.0,4287807000.0,18336000.0,4076072000.0,19373000.0,4056699000.0,2355000.0,26410000.0,,,,,,26410000.0,,,26410000.0,,8707301000.0,109718000.0,9954000.0,9115000.0,11517000.0,11517000.0,1328000.0,6002000.0,,71802000.0,,71802000.0,71802000.0,,,,8597583000.0,,,,8242575000.0,355008000.0,89848000.0,265160000.0,,,2023-09-30
107514.0,20625107.0,20732621.0,3676911000.0,4098278000.0,3620977000.0,7705758000.0,1528963000.0,3620977000.0,17717000.0,3625197000.0,6182112000.0,3625197000.0,3625197000.0,25465000.0,1720792000.0,1137584000.0,202384000.0,202384000.0,4162225000.0,2576127000.0,1495000.0,2574632000.0,17717000.0,2556915000.0,2868000.0,1586098000.0,7382000.0,1523646000.0,0.0,1523646000.0,2868000.0,40142000.0,14970000.0,2719000.0,22453000.0,0.0,7787422000.0,4672359000.0,962000.0,11723000.0,21744000.0,21744000.0,1342000.0,4220000.0,4220000.0,69739000.0,-9877000.0,79616000.0,17962000.0,38145000.0,23509000.0,0.0,3115061000.0,,,834000.0,2668379000.0,445848000.0,42198000.0,403650000.0,389574000.0,14076000.0,2023-03-31
