Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
7540899.0,7540899.0,4132300000.0,7760000000.0,10104400000.0,18006600000.0,3540500000.0,10104400000.0,2281800000.0,12528400000.0,15725000000.0,12528400000.0,0.0,12528400000.0,12452700000.0,,,75700000.0,75700000.0,14904000000.0,6284900000.0,,,,678400000.0,5226700000.0,2030100000.0,3196600000.0,377600000.0,8619100000.0,362100000.0,2533300000.0,251700000.0,2281600000.0,,270800000.0,3943600000.0,,,19300000.0,3924300000.0,27432400000.0,15272800000.0,180700000.0,,,176400000.0,176400000.0,11500000.0,191100000.0,2424000000.0,992900000.0,1431100000.0,11957800000.0,,11957800000.0,418600000.0,11539200000.0,,,,,12159600000.0,656800000.0,,,,,7142000000.0,,,,,76000000.0,1537600000.0,,,2747200000.0,1401300000.0,1345900000.0,,2024-03-31
7537563.0,7537563.0,2748400000.0,4271800000.0,10258600000.0,16710500000.0,3122800000.0,10258600000.0,195500000.0,12634200000.0,14763000000.0,12634200000.0,0.0,12634200000.0,12558600000.0,,,75600000.0,75600000.0,11719600000.0,3422900000.0,,,,863200000.0,2232100000.0,103300000.0,2128800000.0,325500000.0,8296700000.0,329100000.0,2039700000.0,92200000.0,1947500000.0,,362400000.0,4181500000.0,,,132100000.0,4049400000.0,24353800000.0,12934300000.0,149500000.0,,,181800000.0,181800000.0,6200000.0,192700000.0,2375600000.0,971400000.0,1404200000.0,9706500000.0,,9706500000.0,419300000.0,9287200000.0,,,,,11419500000.0,862700000.0,,,,,7095400000.0,,,,,137400000.0,1431800000.0,,,1892200000.0,564300000.0,1327900000.0,,2023-09-30
7537563.0,7537563.0,3454781000.0,4319433000.0,9992779000.0,16511043000.0,2761194000.0,9992779000.0,244933000.0,12436543000.0,14474391000.0,12436543000.0,0.0,12436543000.0,1358000.0,7425671000.0,162843000.0,75648000.0,75648000.0,11207313000.0,3513171000.0,2800000.0,327750000.0,2818000.0,1014480000.0,2166196000.0,128348000.0,2037848000.0,327800000.0,7694142000.0,361290000.0,2153237000.0,116585000.0,2036652000.0,185785000.0,168138000.0,3528570000.0,114978000.0,8531000.0,19284000.0,3385777000.0,23643856000.0,13188520000.0,121000000.0,233383000.0,79392000.0,4085000.0,4085000.0,17557000.0,194172000.0,2443764000.0,1019200000.0,1424564000.0,9891768000.0,-4839642000.0,14731410000.0,330718000.0,9561000000.0,9377338000.0,4015849000.0,1007505000.0,0.0,10455336000.0,793300000.0,129236000.0,5411000.0,8531000.0,787893000.0,6841356000.0,2799643000.0,537341000.0,3504372000.0,743504000.0,36172000.0,1283414000.0,-113614000.0,1397028000.0,619819000.0,100000.0,619719000.0,619719000.0,2023-03-31
