Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
630000000.0,630000000.0,299427500000.0,301412800000.0,-250735600000.0,63837200000.0,-43752300000.0,-250735600000.0,1134600000.0,-236441000000.0,3616700000.0,-236441000000.0,-236441000000.0,-242741000000.0,,,6300000000.0,6300000000.0,343614400000.0,245952300000.0,532000000.0,,,62400000.0,240731400000.0,673700000.0,240057700000.0,3852000000.0,97662100000.0,5004500000.0,60681400000.0,460900000.0,60220500000.0,,830200000.0,10779800000.0,,,10779800000.0,107173400000.0,53263600000.0,337500000.0,,,0.0,2679100000.0,2679100000.0,35100000.0,677600000.0,14294600000.0,,29214600000.0,,29214600000.0,858000000.0,28356600000.0,,,,,53909800000.0,2591000000.0,40600000.0,,,,57800000.0,,,,,20400000.0,1100000.0,5124200000.0,,,46074700000.0,45224000000.0,850700000.0,,,2024-03-31
630000000.0,630000000.0,290135800000.0,292079300000.0,-238459000000.0,68203600000.0,-55923200000.0,-238459000000.0,1392000000.0,-222483700000.0,-6361100000.0,-222483700000.0,-222483700000.0,-228783700000.0,,,6300000000.0,6300000000.0,336055500000.0,222364400000.0,578100000.0,,,65100000.0,216913700000.0,791100000.0,216122600000.0,3906000000.0,113691100000.0,5647000000.0,75165600000.0,600900000.0,74564700000.0,,777000000.0,12436300000.0,,,12436300000.0,113571800000.0,55803800000.0,341900000.0,,,0.0,2726800000.0,2726800000.0,42500000.0,687700000.0,15975300000.0,,30210000000.0,,30210000000.0,628700000.0,29581300000.0,,,,,57767900000.0,3114100000.0,15300000.0,,,,61700000.0,,,,,26100000.0,700000.0,5274800000.0,,,49275200000.0,48723700000.0,551500000.0,,,2023-09-30
630000000.0,630000000.0,280076200000.0,283509500000.0,-226192500000.0,73190700000.0,-65438600000.0,-226192500000.0,1769400000.0,-208549400000.0,-13476000000.0,-208549400000.0,-208549400000.0,7287800000.0,-231199700000.0,6650000000.0,6300000000.0,6300000000.0,324989300000.0,201613300000.0,69900000.0,-906600000.0,556900000.0,66000000.0,196175000000.0,1101600000.0,195073400000.0,3786000000.0,123376000000.0,3199300000.0,87334500000.0,667800000.0,86666700000.0,9665700000.0,,21904600000.0,11587900000.0,0.0,10316700000.0,116439900000.0,58502600000.0,2000000.0,58000000.0,277900000.0,0.0,1945300000.0,1945300000.0,30600000.0,680300000.0,17643100000.0,17643100000.0,31943300000.0,-190028900000.0,221972200000.0,594900000.0,83348200000.0,110763400000.0,23523500000.0,3742200000.0,0.0,57937400000.0,2680400000.0,1800000.0,409700000.0,1536000000.0,2242500000.0,50500000.0,-278100000.0,299000000.0,28700000.0,900000.0,45820900000.0,700000.0,5871400000.0,-11981000000.0,17852400000.0,2003900000.0,340000000.0,1663900000.0,252400000.0,1411500000.0,2023-03-31
