Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Total Tax Payable,Defined Pension Benefit
124604370.0,124604370.0,430760000.0,674780000.0,3878380000.0,4575580000.0,1668740000.0,3878380000.0,2840000.0,3903640000.0,3940290000.0,3903640000.0,3903640000.0,3779040000.0,,,124600000.0,124600000.0,1481730000.0,280550000.0,44150000.0,39020000.0,2370000.0,36650000.0,1201180000.0,228820000.0,,635760000.0,470000.0,635290000.0,14220000.0,209470000.0,,209470000.0,5385370000.0,2515450000.0,7720000.0,,89600000.0,89600000.0,25260000.0,25260000.0,2392870000.0,,2392870000.0,127420000.0,2265450000.0,,,,,2869920000.0,256830000.0,,,2056840000.0,,,,10220000.0,297340000.0,,,248690000.0,7510000.0,241180000.0,,2024-03-31,,
124604370.0,124604370.0,249840000.0,260450000.0,3437920000.0,3721410000.0,1362110000.0,3437920000.0,0.0,3460960000.0,3559640000.0,3460960000.0,3460960000.0,,3298210000.0,37580000.0,124600000.0,124600000.0,884410000.0,395760000.0,100990000.0,98680000.0,0.0,98680000.0,488650000.0,65220000.0,0.0,161770000.0,0.0,161770000.0,,229230000.0,141350000.0,87880000.0,4345370000.0,2494610000.0,,37870000.0,24500000.0,24500000.0,23040000.0,23040000.0,2406090000.0,-1937120000.0,4343210000.0,73690000.0,,2769540000.0,1282510000.0,217470000.0,0.0,1850760000.0,,,160270000.0,1448020000.0,199270000.0,1248750000.0,76700000.0,,154040000.0,-5440000.0,159480000.0,11730000.0,1120000.0,10610000.0,10610000.0,2023-09-30,,
124604370.0,124604370.0,1027810000.0,1078810000.0,2884690000.0,3972500000.0,1093540000.0,2884690000.0,15090000.0,2908780000.0,3393920000.0,2908780000.0,2908780000.0,,2746030000.0,37580000.0,124600000.0,124600000.0,1704050000.0,735420000.0,47160000.0,493980000.0,8840000.0,485140000.0,968630000.0,66540000.0,0.0,584830000.0,6250000.0,578580000.0,,276300000.0,182180000.0,94120000.0,4612830000.0,2550660000.0,,43260000.0,24290000.0,24290000.0,24090000.0,24090000.0,2458220000.0,-1783010000.0,4241230000.0,98140000.0,24490000.0,2618280000.0,1282850000.0,217470000.0,0.0,2062170000.0,,420000.0,131610000.0,1448590000.0,165030000.0,1283560000.0,81460000.0,,114180000.0,-1110000.0,115290000.0,285910000.0,250000000.0,35910000.0,35910000.0,2023-03-31,,
124604370.0,124604370.0,,59860000.0,4411060000.0,4494830000.0,2173010000.0,4411060000.0,2620000.0,4437590000.0,4454700000.0,4437590000.0,4437590000.0,4312990000.0,,,124600000.0,124600000.0,740690000.0,219540000.0,44810000.0,19350000.0,2240000.0,17110000.0,521150000.0,146750000.0,,40510000.0,380000.0,40130000.0,49940000.0,102130000.0,,83900000.0,5178280000.0,2484120000.0,7730000.0,,83240000.0,83240000.0,26530000.0,26530000.0,2366620000.0,,2366620000.0,202540000.0,2164080000.0,,,,,2694160000.0,464170000.0,,,1730200000.0,,,,0.0,240190000.0,,,259600000.0,7540000.0,252060000.0,,2024-09-30 00:00:00,18230000.0,
