Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Other Short Term Investments
13548714.0,13548714.0,89084000.0,96786000.0,169014000.0,265800000.0,135789000.0,169014000.0,169014000.0,169905000.0,169014000.0,169014000.0,33527000.0,,135487000.0,135487000.0,110635000.0,1010000.0,1000.0,118000.0,891000.0,891000.0,109625000.0,988000.0,95895000.0,95895000.0,10490000.0,,,2978000.0,7512000.0,279649000.0,34234000.0,,,2481000.0,2481000.0,,31752000.0,,31752000.0,31752000.0,,,,,245414000.0,4537000.0,,99987000.0,,,133188000.0,,,7702000.0,7702000.0,,2024-03-31,
13548714.0,13548714.0,90286000.0,97903000.0,161630000.0,259533000.0,127462000.0,161630000.0,161630000.0,163967000.0,161630000.0,161630000.0,26143000.0,,135487000.0,135487000.0,122131000.0,2537000.0,,200000.0,2337000.0,2337000.0,119594000.0,205000.0,95566000.0,95566000.0,20999000.0,,,2401000.0,18598000.0,283761000.0,36704000.0,-1000.0,,2531000.0,2531000.0,,33111000.0,,33111000.0,33111000.0,,,,,247056000.0,4578000.0,,108750000.0,,,126111000.0,,,7617000.0,7617000.0,,2023-09-30,
13548714.0,13548714.0,95189000.0,100693000.0,158820000.0,259513000.0,123954000.0,158820000.0,158820000.0,164157000.0,158820000.0,158820000.0,,23333000.0,135487000.0,135487000.0,114379000.0,5610000.0,1000.0,272000.0,5337000.0,5337000.0,108769000.0,-1000.0,95356000.0,95356000.0,13414000.0,2360000.0,4000.0,2465000.0,8585000.0,273199000.0,40476000.0,1000.0,3176000.0,3000.0,,3000.0,34373000.0,-31803000.0,66176000.0,1215000.0,28758000.0,24963000.0,11240000.0,0.0,232723000.0,1000.0,4827000.0,90148000.0,11514000.0,78634000.0,132243000.0,-2170000.0,134413000.0,5504000.0,5504000.0,5504000.0,2023-03-31,
