Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Date,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Non Current Deferred Revenue,Other Payable,Non Current Prepaid Assets,Non Current Deferred Assets,Trading Securities,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Cash Financial
24996000.0,24996000.0,112798000.0,127854000.0,1045602000.0,1173456000.0,743412000.0,1045602000.0,1045602000.0,1057967000.0,1112918000.0,67316000.0,1045602000.0,795642000.0,249960000.0,249960000.0,266319000.0,60196000.0,38208000.0,9623000.0,12365000.0,12365000.0,206123000.0,29021000.0,115489000.0,115489000.0,15294000.0,46319000.0,0.0,46319000.0,1379237000.0,429702000.0,17003000.0,208000.0,103721000.0,0.0,0.0,170087000.0,170087000.0,0.0,170087000.0,949535000.0,328252000.0,343413000.0,262814000.0,15056000.0,15056000.0,2024-03-31,,,,,,,,,,,,,,,,,,,
24996000.0,24996000.0,120751000.0,150552000.0,1023759000.0,1180758000.0,802830000.0,1023759000.0,1030206000.0,1065296000.0,1086753000.0,56548000.0,1030206000.0,780246000.0,249960000.0,249960000.0,355465000.0,51183000.0,8208000.0,7885000.0,35090000.0,35090000.0,304282000.0,47308000.0,115462000.0,115462000.0,18938000.0,122574000.0,0.0,122574000.0,1442218000.0,335106000.0,13917000.0,142000.0,45195000.0,6447000.0,6447000.0,108224000.0,108224000.0,0.0,108224000.0,1107112000.0,383912000.0,341650000.0,351749000.0,29801000.0,29801000.0,2023-09-30,,,,,,,,,,,,,,,,,,,
24996000.0,24996000.0,135718000.0,149521000.0,1014881000.0,1164402000.0,814018000.0,1014881000.0,1014881000.0,1047506000.0,1064982000.0,50101000.0,1014881000.0,,249960000.0,249960000.0,264809000.0,48716000.0,8206000.0,7885000.0,32625000.0,32625000.0,216093000.0,22992000.0,116896000.0,116896000.0,17147000.0,59058000.0,,59058000.0,1329791000.0,299680000.0,13160000.0,211000.0,,0.0,0.0,87320000.0,87320000.0,0.0,87320000.0,1030111000.0,411263000.0,318674000.0,286371000.0,13803000.0,13803000.0,2023-03-31,,,,,,,,,,,,,,,,,,,
24996000.0,24996000.0,95590000.0,102484000.0,1082003000.0,1184487000.0,810201000.0,1082003000.0,1082003000.0,1097531000.0,1163014000.0,81012000.0,1082003000.0,832043000.0,249960000.0,249960000.0,251494000.0,33358000.0,8207000.0,9623000.0,15528000.0,15528000.0,218136000.0,24946000.0,86956000.0,86956000.0,16338000.0,89896000.0,0.0,89896000.0,1414508000.0,386171000.0,21679000.0,208000.0,89071000.0,0.0,0.0,173266000.0,173266000.0,0.0,173266000.0,1028337000.0,249879000.0,410239000.0,361325000.0,6894000.0,6894000.0,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,
