Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
25703706.0,25703706.0,35861122000.0,37721176000.0,-19621733000.0,32160292000.0,6710544000.0,-19621733000.0,5963000.0,-5554921000.0,27765188000.0,-6200244000.0,-645323000.0,-5554921000.0,-5606328000.0,,,51407000.0,51407000.0,49116305000.0,36665037000.0,2598429000.0,,,,262302000.0,33325877000.0,5768000.0,33320109000.0,73906000.0,12451268000.0,2675022000.0,4395299000.0,195000.0,4395104000.0,,17265000.0,3971679000.0,,101861000.0,3869818000.0,42916061000.0,23754249000.0,312343000.0,,1309957000.0,1435549000.0,,1435549000.0,14066812000.0,14066452000.0,360000.0,5581170000.0,,5581170000.0,32328000.0,5548842000.0,,,,,19161812000.0,1450655000.0,,93784000.0,1975865000.0,,,,,136660000.0,,6911659000.0,,,8593189000.0,6739098000.0,1854091000.0,,,2024-03-31
25703706.0,25703706.0,35067835000.0,35829875000.0,-21011476000.0,26805200000.0,5759266000.0,-21011476000.0,6053000.0,-9018622000.0,23560636000.0,-8089350000.0,929272000.0,-9018622000.0,-9070029000.0,,,51407000.0,51407000.0,48334060000.0,35377688000.0,2199784000.0,,,,183875000.0,32585127000.0,5869000.0,32579258000.0,72905000.0,12956372000.0,2467353000.0,3244748000.0,184000.0,3244564000.0,,19548000.0,5634771000.0,,115545000.0,5519226000.0,40244710000.0,21529072000.0,374910000.0,,1291829000.0,1960105000.0,,1960105000.0,11992854000.0,11992854000.0,,5743113000.0,,5743113000.0,10376000.0,5732737000.0,,,,,18715638000.0,1760512000.0,,,2204759000.0,,,,,113986000.0,89627000.0,8567934000.0,,,5978820000.0,5222833000.0,755987000.0,,,2023-09-30
25703706.0,25703706.0,32018387000.0,33015777000.0,-19989729000.0,24097835000.0,4436660000.0,-19989729000.0,6136000.0,-8911806000.0,21739501000.0,-8283402000.0,628404000.0,-8911806000.0,-8963213000.0,-11935592000.0,2921616000.0,51407000.0,51407000.0,41891463000.0,33045724000.0,1936779000.0,56958000.0,287859000.0,1936779000.0,106858000.0,30657270000.0,5963000.0,30651307000.0,,8845739000.0,644000.0,2358507000.0,173000.0,2358334000.0,17829000.0,225181000.0,4179110000.0,970938000.0,0.0,3208172000.0,33608061000.0,20325662000.0,396108000.0,261603000.0,1276847000.0,194760000.0,25525000.0,169235000.0,11077923000.0,11077923000.0,,5961705000.0,-2017212000.0,7978917000.0,224036000.0,136012000.0,4989258000.0,1309684000.0,1319927000.0,0.0,13282399000.0,1534109000.0,299000.0,661649000.0,1689981000.0,4781000.0,86694000.0,668010000.0,930496000.0,3137826000.0,,5934799000.0,-3997000.0,5938796000.0,1857845000.0,866591000.0,991254000.0,228129000.0,763125000.0,2023-03-31
