Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
13000000.0,13000000.0,374383000.0,375085000.0,505876000.0,880961000.0,487622000.0,505876000.0,505876000.0,505876000.0,505876000.0,505876000.0,375876000.0,,,130000000.0,130000000.0,1571214000.0,3943000.0,,,,,2919000.0,1567271000.0,13327000.0,,375085000.0,375085000.0,,1297000.0,1128852000.0,,41200000.0,1087652000.0,2077090000.0,22197000.0,3367000.0,,,18781000.0,,,,2054893000.0,69795000.0,0.0,,,587384000.0,,,1264102000.0,133612000.0,132910000.0,702000.0,,,2024-03-31
12000000.0,12000000.0,319990000.0,320469000.0,347679000.0,668148000.0,367575000.0,347679000.0,347679000.0,347679000.0,347679000.0,347679000.0,227679000.0,,,120000000.0,120000000.0,1330248000.0,34591000.0,,,,,,1295657000.0,26541000.0,,320469000.0,320469000.0,,1625000.0,897417000.0,,18213000.0,879204000.0,1677927000.0,14695000.0,2706000.0,,,11940000.0,,,,1663232000.0,107688000.0,,,,645015000.0,,,851533000.0,58996000.0,58517000.0,479000.0,,,2023-09-30
12000000.0,12000000.0,259239000.0,260070000.0,295286000.0,555356000.0,303673000.0,295286000.0,295286000.0,320151000.0,295286000.0,295286000.0,,151286000.0,24000000.0,120000000.0,120000000.0,1104877000.0,24864000.0,-1000.0,0.0,24865000.0,24865000.0,,1080013000.0,2944000.0,24700000.0,235205000.0,235205000.0,1229000.0,,810182000.0,19614000.0,,790568000.0,1400163000.0,16477000.0,2430000.0,49000.0,49000.0,13998000.0,-19765000.0,33763000.0,33763000.0,1383686000.0,175000.0,,33800000.0,92500000.0,542286000.0,542286000.0,4069000.0,710025000.0,831000.0,,831000.0,0.0,831000.0,2023-03-31
