Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
4519481.813358,0.246831,1029760000.0,18310000.0,18310000.0,638790000.0,152570000.0,3687800000.0,1048070000.0,895500000.0,-47350000.0,47350000.0,624999481.813358,638790000.0,4281710000.0,,,,,638790000.0,638790000.0,0.0,638790000.0,638800000.0,638800000.0,209350000.0,848150000.0,138140000.0,18310000.0,-47350000.0,47350000.0,746550000.0,593910000.0,241400000.0,152570000.0,152570000.0,1340460000.0,3687800000.0,5028260000.0,5028260000.0,2024-03-31,
0.0,0.254297,1078220000.0,0.0,0.0,653310000.0,147660000.0,3412390000.0,1078220000.0,930560000.0,-54460000.0,54460000.0,653310000.0,653310000.0,3989410000.0,43641283.0,43641283.0,14.97,14.97,653310000.0,653310000.0,0.0,653310000.0,653310000.0,653310000.0,222790000.0,876100000.0,122420000.0,0.0,-54460000.0,54460000.0,808140000.0,577020000.0,226940000.0,147660000.0,147660000.0,1385160000.0,3412390000.0,4797550000.0,4797550000.0,2023-12-31,
0.0,0.25664,1021600000.0,0.0,0.0,583240000.0,149070000.0,3468760000.0,1021600000.0,872530000.0,-87930000.0,87930000.0,583240000.0,583240000.0,4018930000.0,43655689.0,43655689.0,13.36,13.36,583240000.0,583240000.0,0.0,583240000.0,583240000.0,583240000.0,201360000.0,784600000.0,90720000.0,0.0,-87930000.0,87930000.0,781810000.0,550170000.0,203430000.0,149070000.0,149070000.0,1331980000.0,3468760000.0,4800740000.0,4800740000.0,2023-09-30,
0.0,0.255029,1048780000.0,0.0,0.0,612500000.0,158210000.0,3649650000.0,1048780000.0,890570000.0,-68390000.0,68390000.0,612500000.0,612500000.0,4202330000.0,43656450.0,43656450.0,14.03,14.03,612500000.0,612500000.0,0.0,612500000.0,612500000.0,612500000.0,209680000.0,822180000.0,124530000.0,0.0,-68390000.0,68390000.0,766040000.0,552680000.0,210860000.0,158210000.0,158210000.0,1318720000.0,3649650000.0,4968370000.0,4968370000.0,2023-06-30,
0.0,0.264714,1166840000.0,0.0,0.0,697000000.0,133170000.0,3211990000.0,1166840000.0,1033670000.0,-85740000.0,85740000.0,697000000.0,697000000.0,3710140000.0,,,,,697000000.0,697000000.0,0.0,697000000.0,697000000.0,697000000.0,250930000.0,947930000.0,148060000.0,0.0,-85740000.0,85740000.0,885610000.0,498150000.0,185930000.0,133170000.0,133170000.0,1383760000.0,3211990000.0,4595750000.0,4595750000.0,2023-03-31,
,,,,,,,,,,,,,,,43611607.0,43611607.0,8.96,8.96,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.278903,924580000.0,0.0,0.0,522110000.0,159810000.0,3329490000.0,924580000.0,764770000.0,-40720000.0,40720000.0,522110000.0,522110000.0,3982430000.0,43654682.0,43654682.0,11.96,11.96,522110000.0,522110000.0,0.0,522110000.0,522110000.0,522110000.0,201940000.0,724050000.0,132560000.0,0.0,-40720000.0,40720000.0,632210000.0,652940000.0,290290000.0,159810000.0,159810000.0,1285150000.0,3329490000.0,4614640000.0,4614640000.0,2024-06-30 00:00:00,0.0
