Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.108721,183650000.0,0.0,0.0,112530000.0,49900000.0,493530000.0,183650000.0,133750000.0,-4980000.0,4980000.0,112530000.0,111670000.0,788380000.0,,,,,111670000.0,111670000.0,0.0,111670000.0,-2240000.0,113910000.0,-860000.0,114770000.0,14000000.0,128770000.0,178690000.0,0.0,0.0,0.0,-4980000.0,4980000.0,-44940000.0,294850000.0,244950000.0,49900000.0,49900000.0,249910000.0,493530000.0,743440000.0,743440000.0,2024-03-31
0.0,0.174588,234530000.0,0.0,0.0,144530000.0,48130000.0,600970000.0,234530000.0,186400000.0,-2940000.0,2940000.0,144530000.0,143690000.0,828640000.0,136847619.0,134289720.0,1.05,1.07,143690000.0,143690000.0,0.0,143690000.0,-6900000.0,150590000.0,-840000.0,151430000.0,32030000.0,183460000.0,163290000.0,0.0,,0.0,-2940000.0,2940000.0,23110000.0,227670000.0,179540000.0,48130000.0,48130000.0,250780000.0,600970000.0,851750000.0,851750000.0,2023-12-31
0.0,0.062112,162330000.0,0.0,0.0,107490000.0,44900000.0,590720000.0,162330000.0,117430000.0,-3120000.0,3120000.0,107490000.0,106410000.0,844610000.0,136423077.0,134696203.0,0.78,0.79,106410000.0,106410000.0,0.0,106410000.0,280000.0,106130000.0,-1080000.0,107210000.0,7100000.0,114310000.0,147980000.0,0.0,,0.0,-3120000.0,3120000.0,-30550000.0,253890000.0,208990000.0,44900000.0,44900000.0,223340000.0,590720000.0,814060000.0,814060000.0,2023-09-30
-611126.803807,0.210009,79100000.0,-2910000.0,-2910000.0,23240000.0,40570000.0,570960000.0,76190000.0,35620000.0,-3050000.0,3050000.0,25538873.196193,21840000.0,744630000.0,136500000.0,136500000.0,0.16,0.16,21840000.0,21840000.0,0.0,21840000.0,-2490000.0,24330000.0,-1400000.0,25730000.0,6840000.0,32570000.0,157690000.0,-2910000.0,,,-3050000.0,3050000.0,-119160000.0,173670000.0,133100000.0,40570000.0,40570000.0,54510000.0,570960000.0,625470000.0,625470000.0,2023-06-30
27906507.597128,0.191626,-1861570000.0,145630000.0,145630000.0,-1348940000.0,-284140000.0,-6181270000.0,-1715940000.0,-1715940000.0,46230000.0,-46230000.0,-1466663492.402872,-1357350000.0,-7213560000.0,,,,,-1357350000.0,-1357350000.0,0.0,-1357350000.0,810000.0,-1358160000.0,-8410000.0,-1349750000.0,-319960000.0,-1669710000.0,29240000.0,145630000.0,3760000.0,-149390000.0,46230000.0,-46230000.0,-1890810000.0,-1032290000.0,-748150000.0,-284140000.0,-284140000.0,-2923100000.0,-6181270000.0,-9104370000.0,-9104370000.0,2023-03-31
,,,,,,,,,,,,,,,137394231.0,134801887.0,1.04,1.06,,,,,,,,,,,,,2600000.0,0.0,,,,,,,,,,,,2022-12-31
0.0,0.151323,156570000.0,0.0,0.0,78400000.0,55500000.0,603500000.0,156570000.0,101070000.0,-3530000.0,3530000.0,78400000.0,77570000.0,891220000.0,138517857.0,136087719.0,0.56,0.57,77570000.0,77570000.0,0.0,77570000.0,-4330000.0,81950000.0,-830000.0,82780000.0,14760000.0,97540000.0,167540000.0,0.0,,,-3530000.0,3530000.0,-66470000.0,287720000.0,232220000.0,55500000.0,55500000.0,221250000.0,603500000.0,824750000.0,824750000.0,2024-06-30 00:00:00
