Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Prepaid Assets,Restricted Cash,Prepaid Assets
35419721.0,35419721.0,,627010000.0,-454560000.0,3113690000.0,-638900000.0,-454560000.0,627010000.0,3113690000.0,3113690000.0,3150360000.0,36670000.0,3113690000.0,2759140000.0,,,354550000.0,354550000.0,3529890000.0,927170000.0,12270000.0,,5410000.0,,490430000.0,490430000.0,419060000.0,2602720000.0,1397590000.0,136580000.0,136580000.0,0.0,,162100000.0,757830000.0,,37240000.0,720590000.0,6680250000.0,4716430000.0,5300000.0,276150000.0,69330000.0,69330000.0,17130000.0,17130000.0,3568250000.0,,729850000.0,,729850000.0,729850000.0,,,,,1963820000.0,393700000.0,980000.0,129620000.0,952230000.0,,,487290000.0,310540000.0,176750000.0,,2024-03-31,,,
35303998.0,35303998.0,17570000.0,811170000.0,45360000.0,3771310000.0,-374660000.0,45360000.0,616120000.0,3576260000.0,3576260000.0,3610420000.0,34160000.0,3576260000.0,3222870000.0,,,353390000.0,353390000.0,3629390000.0,758520000.0,13670000.0,,37660000.0,,491990000.0,491990000.0,215200000.0,2870870000.0,1673460000.0,319180000.0,124130000.0,195050000.0,,54220000.0,705530000.0,,65510000.0,640020000.0,7239810000.0,4743600000.0,4350000.0,269840000.0,139550000.0,139550000.0,16540000.0,16540000.0,3530900000.0,3530900000.0,734990000.0,,734990000.0,734990000.0,,,,,2496210000.0,725850000.0,,169180000.0,997350000.0,,,603830000.0,426350000.0,177480000.0,,2023-09-30,,,
35227756.0,35227756.0,223940000.0,1064110000.0,1957890000.0,5711420000.0,1180250000.0,1957890000.0,684110000.0,5331420000.0,5331420000.0,5365480000.0,34060000.0,5331420000.0,488810000.0,-3565000000.0,7842340000.0,352630000.0,352630000.0,3969020000.0,850470000.0,15470000.0,251940000.0,33380000.0,15470000.0,549680000.0,549680000.0,251940000.0,3118550000.0,1818440000.0,514430000.0,134430000.0,380000000.0,37140000.0,37140000.0,1129920000.0,385440000.0,52560000.0,691920000.0,9334500000.0,5035700000.0,1040000.0,218740000.0,586760000.0,586760000.0,16540000.0,16540000.0,3373530000.0,3373530000.0,824850000.0,-1248990000.0,2073840000.0,210910000.0,768700000.0,1075190000.0,19040000.0,0.0,4298800000.0,1310390000.0,,160540000.0,1522320000.0,-121450000.0,1643770000.0,1305550000.0,1149490000.0,156060000.0,156060000.0,2023-03-31,,,
