Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
10000000.0,10000000.0,29508000.0,57450000.0,729890000.0,787340000.0,347209000.0,729890000.0,729890000.0,787340000.0,750518000.0,20628000.0,729890000.0,629890000.0,,,100000000.0,100000000.0,464657000.0,85895000.0,13916000.0,0.0,57450000.0,57450000.0,1426000.0,378762000.0,,,,,,378762000.0,127000.0,,5601000.0,373034000.0,1215175000.0,489205000.0,48666000.0,6632000.0,303369000.0,303369000.0,107018000.0,0.0,23520000.0,,23520000.0,23520000.0,,,,,725971000.0,,5427000.0,,0.0,77650000.0,,,642894000.0,614952000.0,27942000.0,,,2024-03-31
10000000.0,10000000.0,16770000.0,25431000.0,657307000.0,682738000.0,329323000.0,657307000.0,657307000.0,682738000.0,680828000.0,23521000.0,657307000.0,557307000.0,,,100000000.0,100000000.0,532821000.0,58065000.0,4048000.0,0.0,25431000.0,25431000.0,2108000.0,474756000.0,,,,,,474756000.0,25000.0,,10609000.0,464122000.0,1213649000.0,409571000.0,30311000.0,10639000.0,240038000.0,240038000.0,107648000.0,0.0,20935000.0,,20935000.0,20935000.0,,,,,804079000.0,,4568000.0,2700000.0,0.0,39010000.0,,,757801000.0,749140000.0,8661000.0,,,2023-09-30
10000000.0,10000000.0,11502000.0,31128000.0,585425000.0,616553000.0,-208361000.0,585425000.0,585425000.0,585425000.0,612255000.0,26830000.0,585425000.0,485425000.0,228490000.0,238615000.0,100000000.0,100000000.0,458926000.0,7799000.0,5160000.0,0.0,31128000.0,31128000.0,2639000.0,451127000.0,0.0,31128000.0,31128000.0,1361000.0,4000.0,418634000.0,8715000.0,446000.0,0.0,409473000.0,1071181000.0,828410000.0,32312000.0,20633000.0,693870000.0,693870000.0,91820000.0,0.0,22087000.0,-56634000.0,78721000.0,1758000.0,57539000.0,11954000.0,7470000.0,0.0,242766000.0,30636000.0,4659000.0,298000.0,6575000.0,28605000.0,-1501000.0,30106000.0,171993000.0,152367000.0,19626000.0,0.0,19626000.0,2023-03-31
