Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,1299678605.0,1299678605.0,21567900000.0,26275000000.0,81248900000.0,107313800000.0,23070500000.0,81248900000.0,2121100000.0,83159900000.0,83159900000.0,83159900000.0,0.0,83159900000.0,81860200000.0,,,1299700000.0,1299700000.0,114905400000.0,10797900000.0,3383100000.0,1485400000.0,1485400000.0,,5929400000.0,104107500000.0,1911300000.0,24789600000.0,635700000.0,24153900000.0,,92600000.0,70255000000.0,,260500000.0,69994500000.0,198065300000.0,70885500000.0,7783900000.0,,300200000.0,3884200000.0,3884200000.0,,,,,1911000000.0,1423000000.0,488000000.0,56087000000.0,,56087000000.0,8695300000.0,47391700000.0,,,,,127178000000.0,4849400000.0,,,,72038000000.0,,,520800000.0,,17829100000.0,,,31940700000.0,29354700000.0,2586000000.0,,,2024-03-31
,1299678605.0,1299678605.0,34989300000.0,38340100000.0,77802800000.0,116048000000.0,21430900000.0,77802800000.0,1910800000.0,79618700000.0,79618700000.0,79618700000.0,0.0,79618700000.0,78319000000.0,,,1299700000.0,1299700000.0,125693200000.0,11043100000.0,3567300000.0,1314900000.0,1314900000.0,,6160900000.0,114650100000.0,1590100000.0,37025200000.0,595900000.0,36429300000.0,,99800000.0,68991200000.0,,213300000.0,68777900000.0,205311900000.0,69229900000.0,8031600000.0,,119400000.0,5271400000.0,5271400000.0,,,,,1815900000.0,1331800000.0,484100000.0,52584200000.0,,52584200000.0,7242700000.0,45341500000.0,,,,,136081000000.0,4918800000.0,,,,74854300000.0,,,372400000.0,,19121600000.0,,,36813900000.0,35373900000.0,1440000000.0,,,2023-09-30
,1299678605.0,1299678605.0,18308800000.0,23962700000.0,79780300000.0,103914600000.0,28447500000.0,79780300000.0,1705600000.0,81657500000.0,81657500000.0,81657500000.0,0.0,81657500000.0,80357800000.0,38877100000.0,39453500000.0,1299700000.0,1299700000.0,128140300000.0,11269100000.0,3954100000.0,1185400000.0,1185400000.0,0.0,6129600000.0,116871200000.0,487400000.0,22777300000.0,520200000.0,22257100000.0,199100000.0,90500000.0,87490900000.0,1394900000.0,109000000.0,85987000000.0,209797800000.0,64479100000.0,8000200000.0,313100000.0,12000000.0,73600000.0,4150700000.0,73600000.0,3347300000.0,3346000000.0,1300000.0,1877200000.0,1380300000.0,496900000.0,51737900000.0,-15804100000.0,67542000000.0,5681600000.0,42695600000.0,43945500000.0,12683100000.0,5231800000.0,0.0,145318700000.0,167900000.0,3283400000.0,13917900000.0,1167700000.0,76812400000.0,30081700000.0,46730700000.0,2326800000.0,4505300000.0,19314100000.0,-120700000.0,19434800000.0,23823200000.0,19874900000.0,3948300000.0,2001000000.0,1947300000.0,2023-03-31
