Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Preferred Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Derivative Product Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
88683550000.0,90477560000.0,21941570000.0,112794950000.0,18966760000.0,22768030000.0,22317390000.0,826460000.0,59002540000.0,23204110000.0,60260000.0,23143850000.0,318850000.0,9603520000.0,8983340000.0,1720310000.0,893850000.0,826460000.0,93872480000.0,36188510000.0,29870000.0,7190000.0,35858690000.0,35858690000.0,87620000.0,57683970000.0,155640000.0,54618870000.0,54618870000.0,233040000.0,1330980000.0,46150000.0,1284830000.0,117076590000.0,40425860000.0,2280000.0,347590000.0,542780000.0,8678740000.0,8678740000.0,38860000.0,38860000.0,375820000.0,141050000.0,234770000.0,213850000.0,-341730000.0,555580000.0,20000.0,202960000.0,352600000.0,0.0,76650730000.0,236550000.0,5410000.0,62110380000.0,0.0,253490000.0,-1000000.0,254490000.0,14044900000.0,12250890000.0,1794010000.0,207550000.0,1586460000.0,2024-03-31
76250730000.0,78220470000.0,20087370000.0,98676670000.0,25498660000.0,20913830000.0,20456200000.0,826460000.0,60614970000.0,22387010000.0,1104350000.0,21282660000.0,270940000.0,8231160000.0,8921970000.0,1717310000.0,890850000.0,826460000.0,81324580000.0,39779310000.0,78510000.0,0.0,39332310000.0,39332310000.0,156850000.0,41545270000.0,124290000.0,38888160000.0,38888160000.0,259940000.0,1461650000.0,21250000.0,1440400000.0,103711590000.0,36667660000.0,9690000.0,296870000.0,563730000.0,9450410000.0,9450410000.0,23730000.0,23730000.0,368830000.0,132230000.0,236600000.0,217470000.0,-276470000.0,493940000.0,20000.0,162290000.0,331630000.0,0.0,67043930000.0,160780000.0,0.0,55191360000.0,0.0,202240000.0,-760000.0,203000000.0,11489550000.0,9519810000.0,1969740000.0,155020000.0,1814720000.0,2023-09-30
