Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Restructuring And Mergern Acquisition
0.0,0.175573,91900000.0,,,64800000.0,11400000.0,823400000.0,91900000.0,80500000.0,-1900000.0,1900000.0,64800000.0,64800000.0,915100000.0,,,,,64800000.0,64800000.0,0.0,64800000.0,64800000.0,64800000.0,13800000.0,78600000.0,16600000.0,,-1900000.0,1900000.0,63900000.0,91700000.0,80300000.0,11400000.0,11400000.0,155600000.0,823400000.0,979000000.0,979000000.0,2024-03-31,
0.0,0.176403,100600000.0,,,71900000.0,11100000.0,810100000.0,100600000.0,89500000.0,-2200000.0,2200000.0,71900000.0,71900000.0,883200000.0,25496454.0,24878893.0,2.82,2.89,71900000.0,71900000.0,0.0,71900000.0,71900000.0,71900000.0,15400000.0,87300000.0,15200000.0,,-2200000.0,2200000.0,74300000.0,73100000.0,62000000.0,11100000.0,11100000.0,147400000.0,810100000.0,957500000.0,957500000.0,2023-12-31,
0.0,0.18031,103600000.0,,,74100000.0,11000000.0,831700000.0,103600000.0,92600000.0,-2200000.0,2200000.0,74100000.0,74100000.0,908100000.0,25463918.0,24949495.0,2.91,2.97,74100000.0,74100000.0,0.0,74100000.0,74100000.0,74100000.0,16300000.0,90400000.0,16000000.0,,-2200000.0,2200000.0,76600000.0,76400000.0,65400000.0,11000000.0,11000000.0,153000000.0,831700000.0,984700000.0,984700000.0,2023-09-30,
0.0,0.211392,92800000.0,,,62300000.0,11200000.0,769100000.0,92800000.0,81600000.0,-2600000.0,2600000.0,62300000.0,62300000.0,869300000.0,25428571.0,24820717.0,2.45,2.51,62300000.0,62300000.0,0.0,62300000.0,62300000.0,62300000.0,16700000.0,79000000.0,16800000.0,,-2600000.0,2600000.0,64800000.0,100200000.0,89000000.0,11200000.0,11200000.0,165000000.0,769100000.0,934100000.0,934100000.0,2023-06-30,
17905.918058,0.179059,79400000.0,100000.0,100000.0,54100000.0,11100000.0,627300000.0,79500000.0,68400000.0,26300000.0,2500000.0,54017905.918058,54100000.0,827100000.0,,,,,54100000.0,54100000.0,0.0,54100000.0,54100000.0,54100000.0,11800000.0,65900000.0,-18000000.0,100000.0,26300000.0,2500000.0,60300000.0,199800000.0,-39400000.0,11100000.0,10700000.0,260100000.0,627300000.0,887400000.0,887400000.0,2023-03-31,
,,,0.0,0.0,,,,,,,,,,,25747664.0,25159817.0,2.14,2.19,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31,
-3363888.888889,0.194444,109600000.0,-17300000.0,-17300000.0,63800000.0,11300000.0,841100000.0,92300000.0,81000000.0,-1800000.0,1800000.0,77736111.111111,63800000.0,1002800000.0,25622490.0,25217391.0,2.49,2.53,63800000.0,63800000.0,0.0,63800000.0,63800000.0,63800000.0,15400000.0,79200000.0,19600000.0,-17300000.0,-1800000.0,1800000.0,78700000.0,161700000.0,150400000.0,11300000.0,11300000.0,240400000.0,841100000.0,1081500000.0,1081500000.0,2024-06-30 00:00:00,17300000.0
