Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.249921,9355000000.0,0.0,0.0,1400000000.0,1972000000.0,5610000000.0,9355000000.0,7383000000.0,-4238000000.0,4238000000.0,1400000000.0,1400000000.0,15335000000.0,,,,,,1400000000.0,1400000000.0,0.0,1400000000.0,-959000000.0,2359000000.0,2359000000.0,786000000.0,3145000000.0,685000000.0,0.0,-4238000000.0,4238000000.0,6305000000.0,9725000000.0,5616000000.0,1972000000.0,1972000000.0,16030000000.0,5610000000.0,21640000000.0,21640000000.0,2024-03-31
0.0,0.305063,7099000000.0,0.0,0.0,1163000000.0,1797000000.0,5212000000.0,7099000000.0,5302000000.0,-2932000000.0,2932000000.0,1163000000.0,1163000000.0,14240000000.0,,401034483.0,401034483.0,2.9,2.9,1163000000.0,1163000000.0,0.0,1163000000.0,-484000000.0,1647000000.0,1647000000.0,723000000.0,2370000000.0,1747000000.0,0.0,-2932000000.0,2932000000.0,3718000000.0,9028000000.0,5315000000.0,1797000000.0,1797000000.0,12746000000.0,5212000000.0,17958000000.0,17958000000.0,2023-12-31
0.0,0.219765,16047000000.0,0.0,0.0,8509000000.0,1741000000.0,10338000000.0,16047000000.0,14306000000.0,-2639000000.0,2639000000.0,8509000000.0,8509000000.0,18180000000.0,,400989632.0,400989632.0,21.22,21.22,8509000000.0,8509000000.0,0.0,8509000000.0,-594000000.0,9103000000.0,9103000000.0,2564000000.0,11667000000.0,10196000000.0,0.0,-2639000000.0,2639000000.0,4184000000.0,7842000000.0,4408000000.0,1741000000.0,1741000000.0,12026000000.0,10338000000.0,22364000000.0,22364000000.0,2023-09-30
0.0,0.213561,8078000000.0,0.0,0.0,2669000000.0,1655000000.0,5763000000.0,8078000000.0,6423000000.0,-2382000000.0,2382000000.0,2669000000.0,2669000000.0,13197000000.0,,400750751.0,400750751.0,6.66,6.66,2669000000.0,2669000000.0,0.0,2669000000.0,-509000000.0,3178000000.0,3178000000.0,863000000.0,4041000000.0,2854000000.0,0.0,-2382000000.0,2382000000.0,3612000000.0,7434000000.0,4058000000.0,1655000000.0,1655000000.0,11046000000.0,5763000000.0,16809000000.0,16809000000.0,2023-06-30
553683107.672469,0.185364,6591000000.0,2987000000.0,2987000000.0,4684000000.0,1679000000.0,13539000000.0,9578000000.0,7899000000.0,-884000000.0,1695000000.0,2250683107.672469,4684000000.0,20119000000.0,-4000000.0,,,,,4684000000.0,4684000000.0,0.0,4684000000.0,-370000000.0,5054000000.0,5054000000.0,1150000000.0,6204000000.0,-1319000000.0,331000000.0,-884000000.0,1695000000.0,5203000000.0,6580000000.0,-2004000000.0,1679000000.0,1679000000.0,11783000000.0,13539000000.0,25322000000.0,25322000000.0,2023-03-31
,,,,,,,,,,,,,,,-5000000.0,400626959.0,400626959.0,3.19,3.19,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.249939,9459000000.0,,,2326000000.0,1905000000.0,3018000000.0,9459000000.0,7554000000.0,-3461000000.0,3461000000.0,2326000000.0,2326000000.0,12563000000.0,,401034483.0,401034483.0,5.8,5.8,2326000000.0,2326000000.0,0.0,2326000000.0,-744000000.0,3070000000.0,3070000000.0,1023000000.0,4093000000.0,1624000000.0,,-3461000000.0,3461000000.0,6058000000.0,9545000000.0,5550000000.0,1905000000.0,1905000000.0,15603000000.0,3018000000.0,18621000000.0,18621000000.0,2024-06-30 00:00:00
