Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges
0.0,0.255911,2118037000.0,1018548000.0,411774000.0,10990677000.0,2118037000.0,1706263000.0,-366662000.0,366662000.0,1018548000.0,1018548000.0,12630304000.0,,,,,1018548000.0,1018548000.0,0.0,1018548000.0,1018548000.0,1018548000.0,342819000.0,1339601000.0,86877000.0,-366662000.0,366662000.0,1619386000.0,1639627000.0,411774000.0,411774000.0,333941000.0,333941000.0,3259013000.0,10990677000.0,14249690000.0,14249690000.0,2024-03-31,,,
0.0,0.255055,1865930000.0,826443000.0,431089000.0,9171309000.0,1865930000.0,1434841000.0,-325439000.0,325439000.0,826443000.0,826443000.0,10823652000.0,75681593.0,75681593.0,10.92,10.92,826443000.0,826443000.0,0.0,826443000.0,826443000.0,826443000.0,282958000.0,1109402000.0,71178000.0,-325439000.0,325439000.0,1363662000.0,1652343000.0,431089000.0,431089000.0,204555000.0,204555000.0,3016005000.0,9171309000.0,12187314000.0,12187314000.0,2023-12-31,,,
0.0,0.231519,1651110000.0,734377000.0,422737000.0,8345832000.0,1651110000.0,1228373000.0,-272751000.0,272751000.0,734377000.0,734377000.0,9868952000.0,75630999.0,75630999.0,9.71,9.71,734377000.0,734377000.0,0.0,734377000.0,734377000.0,734377000.0,221245000.0,955622000.0,55531000.0,-272751000.0,272751000.0,1172842000.0,1523120000.0,422737000.0,422737000.0,174620000.0,174620000.0,2695962000.0,8345832000.0,11041794000.0,11041794000.0,2023-09-30,,,
0.0,0.26262,1170121000.0,738660000.0,413115000.0,8792179000.0,1170121000.0,757006000.0,-9669000.0,-244730000.0,738660000.0,738660000.0,10160691000.0,,,,,738660000.0,738660000.0,0.0,738660000.0,738660000.0,738660000.0,263076000.0,1001736000.0,-169954000.0,-9669000.0,-244730000.0,1181361000.0,1368512000.0,413115000.0,413115000.0,-247159000.0,-247159000.0,2549873000.0,8792179000.0,11342052000.0,11342052000.0,2023-03-31,,,
0.0,0.264056,1573526000.0,710750000.0,386553000.0,8184262000.0,1573526000.0,1186973000.0,-221207000.0,221207000.0,710750000.0,710750000.0,9494547000.0,75692226.0,75692226.0,9.39,9.39,710750000.0,710750000.0,0.0,710750000.0,710750000.0,710750000.0,255016000.0,965766000.0,57645000.0,-221207000.0,221207000.0,1129327000.0,1310285000.0,386553000.0,386553000.0,120350000.0,120350000.0,2439612000.0,8184262000.0,10623874000.0,10623874000.0,2022-12-31,,,
0.0,0.277483,1930686000.0,868791000.0,408599000.0,9861812000.0,1930686000.0,1522087000.0,-326025000.0,326025000.0,868791000.0,868791000.0,11381422000.0,75678659.0,75678659.0,11.48,11.48,868791000.0,868791000.0,0.0,868791000.0,868791000.0,868791000.0,331887000.0,1196062000.0,88530000.0,-326025000.0,326025000.0,1433556000.0,1519610000.0,408599000.0,408599000.0,185502000.0,185502000.0,2953166000.0,9861812000.0,12814978000.0,12814978000.0,2024-06-30 00:00:00,0.0,0.0,0.0
0.0,0.272545,1689581000.0,728325000.0,414470000.0,8695820000.0,1689581000.0,1275111000.0,-273915000.0,273915000.0,728325000.0,728325000.0,10108593000.0,75630841.0,75630841.0,9.63,9.63,728325000.0,728325000.0,0.0,728325000.0,728325000.0,728325000.0,272871000.0,1001196000.0,70455000.0,-273915000.0,273915000.0,1204656000.0,1412773000.0,414470000.0,414470000.0,143480000.0,143480000.0,2617429000.0,8695820000.0,11313249000.0,11313249000.0,2023-06-30 00:00:00,0.0,0.0,0.0
