Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
222748268.0,222748268.0,22208233000.0,26982985000.0,15602782000.0,38438018000.0,-2500950000.0,15602782000.0,4267501000.0,15722534000.0,25277913000.0,15722534000.0,15722534000.0,15499747000.0,,,222787000.0,222787000.0,31623502000.0,13217597000.0,173832000.0,,,16868000.0,12827971000.0,3272592000.0,9555379000.0,198926000.0,18405905000.0,314681000.0,14155014000.0,994909000.0,13160105000.0,,146427000.0,1883320000.0,,,,1883320000.0,47346036000.0,31441081000.0,386414000.0,,946180000.0,946180000.0,,119752000.0,42340000.0,77412000.0,29931487000.0,,29931487000.0,2383989000.0,27547498000.0,,,,,15904955000.0,577340000.0,,,,14523240000.0,,,,,,100578000.0,703797000.0,196546000.0,507251000.0,,2024-03-31
222748268.0,222748268.0,15449740000.0,19734919000.0,14532211000.0,30479491000.0,-3686979000.0,14532211000.0,3907781000.0,14652353000.0,22193593000.0,14652353000.0,14652353000.0,14429566000.0,,,222787000.0,222787000.0,24459295000.0,11058364000.0,162827000.0,,,182547000.0,10531088000.0,2989848000.0,7541240000.0,181902000.0,13400931000.0,283321000.0,9203831000.0,917933000.0,8285898000.0,,100943000.0,2100234000.0,,,132321000.0,1967913000.0,39111648000.0,29397696000.0,421584000.0,,927149000.0,927149000.0,,120142000.0,42730000.0,77412000.0,27928821000.0,,27928821000.0,1958155000.0,25970666000.0,,,,,9713952000.0,644112000.0,,,,8351037000.0,,,,,,45055000.0,673748000.0,296350000.0,377398000.0,,2023-09-30
222885101.0,222885101.0,14108259000.0,17928660000.0,14274144000.0,28886132000.0,-4332599000.0,14274144000.0,3449292000.0,14406764000.0,22210683000.0,14406764000.0,14406764000.0,14183977000.0,4850314000.0,8909721000.0,222787000.0,222787000.0,23101482000.0,11169144000.0,209011000.0,140601000.0,209011000.0,401786000.0,10417746000.0,2613827000.0,7803919000.0,140601000.0,11932338000.0,729007000.0,7510914000.0,835465000.0,6675449000.0,121700000.0,121700000.0,2646113000.0,784133000.0,16994000.0,,1844986000.0,37508246000.0,29908507000.0,-3000.0,807631000.0,206100000.0,106100000.0,100000000.0,132620000.0,55208000.0,77412000.0,28762159000.0,-14150742000.0,42912901000.0,2748870000.0,1747120000.0,21920751000.0,14257422000.0,2238738000.0,0.0,7599739000.0,1139683000.0,0.0,16994000.0,1325465000.0,5762476000.0,19266000.0,1972520000.0,560152000.0,3229804000.0,14522000.0,78015000.0,402267000.0,31158000.0,371109000.0,371109000.0,2023-03-31
