Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
-27725187.311229,0.254593,7212400000.0,-108900000.0,-108900000.0,4467000000.0,933700000.0,36562300000.0,7103500000.0,6169800000.0,-177100000.0,177100000.0,4548174812.688771,4467000000.0,48899000000.0,,,,,4467000000.0,4467000000.0,0.0,4467000000.0,4467000000.0,4467000000.0,1525700000.0,5992700000.0,757500000.0,-108900000.0,108900000.0,-177100000.0,177100000.0,5521200000.0,12336700000.0,5728800000.0,933700000.0,933700000.0,1320900000.0,1320900000.0,17857900000.0,36562300000.0,54420200000.0,54420200000.0,2024-03-31,
-19025634.069562,0.263148,4958200000.0,-72300000.0,-72300000.0,2879100000.0,876600000.0,29446500000.0,4885900000.0,4009300000.0,-102000000.0,102000000.0,2932374365.930438,2879100000.0,40615900000.0,627254902.0,627254902.0,4.59,4.59,2879100000.0,2879100000.0,0.0,2879100000.0,2879100000.0,2879100000.0,1028200000.0,3907300000.0,558900000.0,-72300000.0,72300000.0,-102000000.0,102000000.0,3522700000.0,11169400000.0,4750900000.0,876600000.0,876600000.0,1763400000.0,1763400000.0,14692100000.0,29446500000.0,44138600000.0,44138600000.0,2023-12-31,
3909244.900394,0.257187,4243100000.0,15200000.0,15200000.0,2490800000.0,811800000.0,26019100000.0,4258300000.0,3446500000.0,-93300000.0,93300000.0,2479509244.900394,2490800000.0,36096800000.0,627405542.0,627405542.0,3.97,3.97,2490800000.0,2490800000.0,0.0,2490800000.0,2490800000.0,2490800000.0,862400000.0,3353200000.0,524800000.0,15200000.0,-15200000.0,-93300000.0,93300000.0,2906500000.0,10077700000.0,4636300000.0,811800000.0,811800000.0,846300000.0,846300000.0,12984200000.0,26019100000.0,39003300000.0,39003300000.0,2023-09-30,
-2635225.755791,0.248606,4678700000.0,-10600000.0,-10600000.0,2870700000.0,762900000.0,33658900000.0,4668100000.0,3905200000.0,-84700000.0,84700000.0,2878664774.244209,2870700000.0,45070600000.0,626790393.0,626790393.0,4.58,4.58,2870700000.0,2870700000.0,0.0,2870700000.0,2870700000.0,2870700000.0,949800000.0,3820500000.0,648400000.0,-10600000.0,10600000.0,-84700000.0,84700000.0,3267400000.0,11411700000.0,5735800000.0,762900000.0,762900000.0,1343000000.0,1343000000.0,14679100000.0,33658900000.0,48338000000.0,48338000000.0,2023-06-30,
-48770110.337176,0.264337,5923100000.0,-184500000.0,-184500000.0,3580400000.0,774200000.0,37664800000.0,5738600000.0,4964400000.0,920500000.0,97500000.0,3716129889.662824,3580400000.0,42613700000.0,,,,,3580400000.0,3580400000.0,0.0,3580400000.0,3580400000.0,3580400000.0,1286500000.0,4866900000.0,-1011400000.0,-184500000.0,,920500000.0,97500000.0,4928300000.0,4948900000.0,-9654400000.0,774200000.0,512900000.0,11290600000.0,10697800000.0,9877200000.0,37664800000.0,47542000000.0,47542000000.0,2023-03-31,
,,,,,,,,,,,,,,,625871965.0,625871965.0,4.53,4.53,,,,,,,,,,,700000.0,,,,,,,,,,,,,,2022-12-31,
-8736814.20765,0.257723,6529600000.0,-33900000.0,-33900000.0,4079000000.0,920200000.0,39565200000.0,6495700000.0,5575500000.0,-85500000.0,85500000.0,4104163185.79235,4079000000.0,53226000000.0,626683030.0,626683030.0,6.508873,6.508873,4079000000.0,4079000000.0,0.0,4079000000.0,4075100000.0,4075100000.0,1414900000.0,5490000000.0,773300000.0,-33900000.0,33900000.0,-85500000.0,85500000.0,4836100000.0,13660800000.0,6400400000.0,920200000.0,920200000.0,1723700000.0,1723700000.0,18496900000.0,39565200000.0,58062100000.0,58062100000.0,2024-06-30 00:00:00,3900000.0
-73918923.085393,0.26287,4960800000.0,-281200000.0,-281200000.0,2682300000.0,946200000.0,30074500000.0,4679600000.0,3733400000.0,-100800000.0,100800000.0,2889581076.914607,2682300000.0,42307400000.0,626705607.0,626705607.0,4.28,4.28,2682300000.0,2682300000.0,0.0,2682300000.0,2677700000.0,2677700000.0,954900000.0,3632600000.0,928900000.0,-281200000.0,281200000.0,-100800000.0,100800000.0,3085700000.0,12232900000.0,5334100000.0,946200000.0,946200000.0,1306600000.0,1306600000.0,15318600000.0,30074500000.0,45393100000.0,45393100000.0,2024-09-30 00:00:00,4600000.0
