Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
556082495.0,556082495.0,1692969000.0,1763264000.0,1082009000.0,2845273000.0,-149489000.0,1082009000.0,1082009000.0,2047492000.0,1082009000.0,1082009000.0,525927000.0,,,556082000.0,556082000.0,3127592000.0,1024706000.0,,57313000.0,965483000.0,965483000.0,1910000.0,2102886000.0,4095000.0,,797781000.0,797781000.0,,7000.0,1253976000.0,,,,1253976000.0,4209601000.0,2256204000.0,40247000.0,,0.0,1286000.0,1286000.0,2214671000.0,,2214671000.0,27661000.0,2187010000.0,,,,,1953397000.0,262747000.0,,,1024620000.0,,,8063000.0,363080000.0,,,294887000.0,224592000.0,70295000.0,,2024-03-31
556082495.0,556082495.0,1771251000.0,1776586000.0,1082777000.0,2859363000.0,-114164000.0,1082777000.0,1082777000.0,2059809000.0,1082777000.0,1082777000.0,526695000.0,,,556082000.0,556082000.0,2688976000.0,978364000.0,,,977032000.0,977032000.0,1332000.0,1710612000.0,3059000.0,,799554000.0,799554000.0,,,846261000.0,,,0.0,846261000.0,3771753000.0,2175305000.0,61522000.0,,2371000.0,314000.0,314000.0,2111098000.0,,2111098000.0,733388000.0,1377710000.0,,,,,1596448000.0,5868000.0,,,951754000.0,,,375653000.0,245835000.0,,,17338000.0,12003000.0,5335000.0,,2023-09-30
556082495.0,556082495.0,1248794000.0,1250819000.0,1041448000.0,2292267000.0,-93296000.0,1041448000.0,1041448000.0,1728880000.0,1041448000.0,1041448000.0,250000000.0,-892917000.0,772664000.0,556082000.0,556082000.0,2069338000.0,688095000.0,663000.0,,687432000.0,687432000.0,663000.0,1381243000.0,2063000.0,0.0,563387000.0,563387000.0,2000.0,2000.0,758000000.0,11749000.0,80000.0,0.0,746171000.0,3110786000.0,1822839000.0,1000.0,358468000.0,1598000.0,314000.0,314000.0,1462772000.0,-2371026000.0,3833798000.0,79035000.0,1383738000.0,3031424000.0,695360000.0,27979000.0,0.0,1287947000.0,300890000.0,10679000.0,303394000.0,741069000.0,459597000.0,281472000.0,2504000.0,230780000.0,-231000.0,231011000.0,2025000.0,10679000.0,2025000.0,2025000.0,2023-03-31
