Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
214200000.0,214200000.0,369050000.0,369475000.0,560728000.0,930203000.0,567608000.0,560728000.0,560728000.0,638298000.0,560728000.0,560728000.0,346529000.0,211580000.0,134820000.0,214200000.0,214200000.0,500069000.0,79548000.0,-1000.0,1076000.0,902000.0,77570000.0,77570000.0,1076000.0,420521000.0,3648000.0,36414000.0,291905000.0,291905000.0,2407000.0,856000.0,84878000.0,3173000.0,36414000.0,81705000.0,1060797000.0,72669000.0,1000.0,2409000.0,0.0,0.0,0.0,0.0,0.0,70259000.0,-194979000.0,265238000.0,535000.0,69724000.0,212146000.0,42261000.0,10296000.0,0.0,988129000.0,-1000.0,317500000.0,388577000.0,1000.0,383935000.0,4641000.0,3283000.0,0.0,278345000.0,-7743000.0,286089000.0,425000.0,425000.0,424000.0,2023-03-31
214200000.0,214200000.0,368426000.0,369396000.0,464908000.0,834304000.0,506325000.0,464908000.0,464908000.0,567426000.0,464908000.0,464908000.0,250708000.0,,,214200000.0,214200000.0,517653000.0,103903000.0,-2000.0,,0.0,102518000.0,102518000.0,1387000.0,413750000.0,2084000.0,,266878000.0,266878000.0,,1707000.0,133668000.0,,36356000.0,97312000.0,982561000.0,62486000.0,2413000.0,,4380000.0,0.0,0.0,0.0,0.0,55693000.0,,55693000.0,0.0,55693000.0,,,,,920075000.0,323032000.0,,358948000.0,,,,,0.0,237125000.0,,,970000.0,970000.0,,2024-03-31 00:00:00
214200000.0,214200000.0,370084000.0,371700000.0,543846000.0,915546000.0,560197000.0,543846000.0,543846000.0,627005000.0,543846000.0,543846000.0,329646000.0,,,214200000.0,214200000.0,521571000.0,84385000.0,,,,83159000.0,83159000.0,1226000.0,437186000.0,9253000.0,,288541000.0,288541000.0,,1703000.0,130520000.0,,36356000.0,94164000.0,1065417000.0,68034000.0,7338000.0,,896000.0,0.0,0.0,0.0,0.0,59800000.0,,,,,,,,,997383000.0,327430000.0,,393486000.0,,,,,0.0,274851000.0,,,1616000.0,1616000.0,,2023-09-30 00:00:00
