Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
71161191.768716,0.322434,333900000.0,220700000.0,220700000.0,536700000.0,38300000.0,1880900000.0,554600000.0,516300000.0,387161191.768716,536700000.0,2059500000.0,,,,,536700000.0,536700000.0,0.0,536700000.0,0.0,536700000.0,536700000.0,255400000.0,792100000.0,55100000.0,220700000.0,-220700000.0,516300000.0,178600000.0,164800000.0,38300000.0,38300000.0,694900000.0,1880900000.0,2575800000.0,2575800000.0,2024-03-31
-21115273.843248,0.158404,711300000.0,-133300000.0,-133300000.0,356500000.0,39000000.0,1926000000.0,578000000.0,539000000.0,468684726.156752,356500000.0,2059400000.0,53851964.0,53851964.0,6.62,6.62,356500000.0,356500000.0,0.0,356500000.0,0.0,356500000.0,356500000.0,67100000.0,423600000.0,17900000.0,-133300000.0,133300000.0,539000000.0,133400000.0,107100000.0,39000000.0,39000000.0,672400000.0,1926000000.0,2598400000.0,2598400000.0,2023-12-31
-42422938.715235,0.256953,745400000.0,-165100000.0,-165100000.0,301900000.0,36200000.0,1935700000.0,580300000.0,544100000.0,424577061.284765,301900000.0,2091000000.0,53814617.0,53814617.0,5.61,5.61,301900000.0,301900000.0,0.0,301900000.0,0.0,301900000.0,301900000.0,104400000.0,406300000.0,26000000.0,-165100000.0,165100000.0,544100000.0,155300000.0,158600000.0,36200000.0,36200000.0,699400000.0,1935700000.0,2635100000.0,2635100000.0,2023-09-30
-25541182.07817,0.241182,641900000.0,-105900000.0,-105900000.0,318400000.0,36700000.0,2001200000.0,536000000.0,499300000.0,398758817.92183,318400000.0,2161500000.0,53874788.0,53874788.0,5.91,5.91,318400000.0,318400000.0,0.0,318400000.0,0.0,318400000.0,318400000.0,101200000.0,419600000.0,26200000.0,-105900000.0,105900000.0,499300000.0,160300000.0,147100000.0,36700000.0,36700000.0,659600000.0,2001200000.0,2660800000.0,2660800000.0,2023-06-30
103444301.186178,0.325297,341200000.0,318000000.0,318000000.0,523300000.0,34700000.0,1833500000.0,659200000.0,624500000.0,308744301.186178,523300000.0,2199900000.0,,,,,523300000.0,523300000.0,0.0,523300000.0,0.0,523300000.0,523300000.0,252300000.0,775600000.0,62100000.0,239400000.0,-197100000.0,381900000.0,366400000.0,-197100000.0,34700000.0,17900000.0,748300000.0,1833500000.0,2581800000.0,2581800000.0,2023-03-31
,,,,,,,,,,,,,53860082.0,53860082.0,12.15,12.15,,,,,,,,,,,,,,,,,,,,,,2022-12-31
-40300660.839906,0.168834,950500000.0,-238700000.0,-238700000.0,389900000.0,36500000.0,1899200000.0,711800000.0,675300000.0,588299339.160094,389900000.0,1915800000.0,53853591.0,53853591.0,7.24,7.24,389900000.0,389900000.0,0.0,389900000.0,0.0,389900000.0,389900000.0,79200000.0,469100000.0,32500000.0,-238700000.0,238700000.0,675300000.0,16600000.0,128400000.0,36500000.0,36500000.0,691900000.0,1899200000.0,2591100000.0,2591100000.0,2024-06-30 00:00:00
