Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
24369264.0,24369264.0,205200000.0,420000000.0,4863200000.0,5337500000.0,1437800000.0,4863200000.0,85000000.0,5002500000.0,5002500000.0,5002500000.0,0.0,5002500000.0,4758800000.0,,,,243700000.0,243700000.0,1427500000.0,259300000.0,,172400000.0,64400000.0,64400000.0,22500000.0,1168200000.0,67400000.0,,355600000.0,20600000.0,335000000.0,,39500000.0,607500000.0,,,14800000.0,592700000.0,6430000000.0,3824000000.0,112200000.0,,24900000.0,35700000.0,35700000.0,139300000.0,,3354100000.0,,3354100000.0,296600000.0,3057500000.0,,,,,2606000000.0,305200000.0,,,1458000000.0,,,670000000.0,,,172800000.0,43000000.0,129800000.0,,2024-03-31
24369264.0,24369264.0,105400000.0,239300000.0,4744900000.0,5034200000.0,1444900000.0,4744900000.0,92500000.0,4887400000.0,4887400000.0,4887400000.0,0.0,4887400000.0,4643700000.0,,,,243700000.0,243700000.0,1239600000.0,258300000.0,,159200000.0,75400000.0,75400000.0,23700000.0,981300000.0,62200000.0,,163900000.0,17100000.0,146800000.0,,37200000.0,625500000.0,,,1500000.0,624000000.0,6127000000.0,3700800000.0,202200000.0,,27700000.0,34900000.0,34900000.0,142500000.0,,3182200000.0,,3182200000.0,230500000.0,2951700000.0,,,,,2426200000.0,269200000.0,,,1462600000.0,,,580100000.0,,,114300000.0,72900000.0,41400000.0,,2023-09-30
24369264.0,24369264.0,452790000.0,620330000.0,4714950000.0,5380770000.0,1451030000.0,4714950000.0,100330000.0,4860770000.0,4860770000.0,4860770000.0,0.0,4860770000.0,94930000.0,96890000.0,3662850000.0,721290000.0,243690000.0,243690000.0,1531320000.0,259910000.0,20910000.0,153980000.0,85020000.0,85020000.0,20900000.0,1271410000.0,29780000.0,19480000.0,535310000.0,15310000.0,520000000.0,18830000.0,38300000.0,552700000.0,13330000.0,3110000.0,1520000.0,534740000.0,6392090000.0,3669650000.0,133000000.0,166340000.0,27230000.0,34200000.0,34200000.0,145820000.0,145820000.0,3169720000.0,-976990000.0,4146710000.0,260930000.0,175580000.0,2163120000.0,1296640000.0,250440000.0,0.0,2722440000.0,289400000.0,4440000.0,289360000.0,1660980000.0,493690000.0,1167290000.0,691870000.0,-85510000.0,777380000.0,75790000.0,8580000.0,67210000.0,67210000.0,2023-03-31
