Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Held To Maturity Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Other Inventories
0.0,20232104.0,20232104.0,218366000000.0,246574800000.0,9751100000.0,274975500000.0,278705200000.0,9751100000.0,,28400700000.0,274975500000.0,69917100000.0,41516400000.0,28400700000.0,28299500000.0,,,101200000.0,101200000.0,377350400000.0,310035800000.0,,1964600000.0,246574800000.0,,246574800000.0,4645400000.0,67314600000.0,,,,,,,67314600000.0,,,345800000.0,66968800000.0,447267500000.0,101247700000.0,14257900000.0,,4350400000.0,,11275600000.0,11275600000.0,4771300000.0,1413800000.0,18649600000.0,15571400000.0,3078200000.0,46529100000.0,,46529100000.0,3343300000.0,43185800000.0,,,,,346019800000.0,,,,,40354100000.0,,,,254718100000.0,693200000.0,18554000000.0,,,31700400000.0,3491600000.0,28208800000.0,,,2024-03-31,,,,
,20232085.0,20232085.0,221495800000.0,264028900000.0,7151600000.0,280464300000.0,3667600000.0,7151600000.0,7597700000.0,24033100000.0,146124600000.0,64427400000.0,40394300000.0,24033100000.0,23931900000.0,,,101200000.0,101200000.0,364499700000.0,132578800000.0,332500000.0,1982000000.0,127541800000.0,5450300000.0,122091500000.0,2722500000.0,231920900000.0,22928400000.0,136487100000.0,2147400000.0,134339700000.0,,1592800000.0,65615500000.0,,,943700000.0,64671800000.0,428927100000.0,193338600000.0,1101600000.0,,4110500000.0,,6874000000.0,6874000000.0,3376800000.0,1377000000.0,16881500000.0,13803300000.0,3078200000.0,45694700000.0,,45694700000.0,3141900000.0,42552800000.0,,,,,235588500000.0,15349000000.0,,,,42061000000.0,,,,120599400000.0,211200000.0,16995200000.0,,,40372700000.0,5437300000.0,34935400000.0,,,2023-09-30,,,,
,20232085.0,20232085.0,211136400000.0,257891900000.0,16689200000.0,282539900000.0,-25690000000.0,16689200000.0,7761900000.0,32409900000.0,131042200000.0,60451500000.0,28041600000.0,32409900000.0,32308700000.0,25365100000.0,426200000.0,101200000.0,101200000.0,333044000000.0,109706700000.0,,2262500000.0,104355200000.0,5722900000.0,98632300000.0,2610800000.0,223337300000.0,9486300000.0,153536700000.0,2039000000.0,151497700000.0,3107100000.0,1255900000.0,59923700000.0,4947000000.0,52500000.0,181500000.0,54742700000.0,393495500000.0,195848200000.0,1555200000.0,3182200000.0,3057300000.0,3300000.0,4055000000.0,4055000000.0,4131000000.0,1377000000.0,15720700000.0,12642500000.0,3078200000.0,60429300000.0,-35965000000.0,96394300000.0,3936300000.0,10948400000.0,60400800000.0,15146700000.0,5962100000.0,0.0,197647300000.0,134600000.0,938600000.0,75100000.0,4087200000.0,23320800000.0,9636900000.0,1038100000.0,12645800000.0,108030800000.0,5166800000.0,14646400000.0,-579000000.0,15225400000.0,41247000000.0,2253400000.0,38993600000.0,20198700000.0,18794900000.0,2023-03-31,,,,
