Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
391266.375546,0.279476,24200000.0,1400000.0,1400000.0,16500000.0,2500000.0,86200000.0,25600000.0,23100000.0,12500000.0,200000.0,12700000.0,15491266.375546,16500000.0,104600000.0,,,,,16500000.0,16500000.0,0.0,16500000.0,16500000.0,16500000.0,6400000.0,22900000.0,,-500000.0,,500000.0,12500000.0,200000.0,12700000.0,9000000.0,18400000.0,15900000.0,2500000.0,2500000.0,27400000.0,86200000.0,113600000.0,113600000.0,2024-03-31
-314488.348531,0.196555,103100000.0,-1600000.0,-1600000.0,79300000.0,2400000.0,57200000.0,101500000.0,99100000.0,11600000.0,400000.0,12000000.0,80585511.651469,79300000.0,74200000.0,34181034.0,32904564.0,2.32,2.41,79300000.0,79300000.0,0.0,79300000.0,79300000.0,79300000.0,19400000.0,98700000.0,,-5800000.0,,5800000.0,11600000.0,400000.0,12000000.0,88700000.0,17000000.0,14600000.0,2400000.0,2400000.0,105700000.0,57200000.0,162900000.0,162900000.0,2023-12-31
440174.672489,0.137555,45400000.0,3200000.0,3200000.0,39500000.0,2600000.0,83800000.0,48600000.0,46000000.0,9000000.0,200000.0,9200000.0,36740174.672489,39500000.0,110400000.0,34051724.0,32644628.0,1.16,1.21,39500000.0,39500000.0,0.0,39500000.0,39500000.0,39500000.0,6300000.0,45800000.0,,2600000.0,,-2600000.0,9000000.0,200000.0,9200000.0,33600000.0,26600000.0,24000000.0,2600000.0,2600000.0,60200000.0,83800000.0,144000000.0,144000000.0,2023-09-30
-194887.218045,0.243609,70100000.0,-800000.0,-800000.0,50300000.0,2200000.0,117900000.0,69300000.0,67100000.0,11200000.0,600000.0,11800000.0,50905112.781955,50300000.0,138500000.0,33986486.0,32451613.0,1.48,1.55,50300000.0,50300000.0,0.0,50300000.0,50300000.0,50300000.0,16200000.0,66500000.0,,300000.0,,-300000.0,11200000.0,600000.0,11800000.0,56000000.0,20600000.0,18400000.0,2200000.0,2200000.0,76600000.0,117900000.0,194500000.0,194500000.0,2023-06-30
3612864.493997,0.303602,51900000.0,11900000.0,11900000.0,40600000.0,3700000.0,34800000.0,63800000.0,60100000.0,12300000.0,1800000.0,14100000.0,32312864.493997,40600000.0,73400000.0,,,,,40600000.0,40600000.0,0.0,40600000.0,40600000.0,40600000.0,17700000.0,58300000.0,900000.0,12800000.0,-9500000.0,-3300000.0,12300000.0,1800000.0,14100000.0,33000000.0,38600000.0,-16200000.0,3700000.0,3700000.0,71600000.0,34800000.0,106400000.0,106400000.0,2023-03-31
,,,,,,,,,,,,,,,,33565217.0,31900826.0,1.15,1.21,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
19900062.539087,0.243277,81100000.0,81800000.0,81800000.0,121000000.0,2800000.0,141600000.0,162900000.0,160100000.0,11500000.0,200000.0,11700000.0,59100062.539087,121000000.0,162200000.0,34277620.0,33425414.0,3.53,3.62,121000000.0,121000000.0,0.0,121000000.0,121000000.0,121000000.0,38900000.0,159900000.0,,30900000.0,-36800000.0,5900000.0,11500000.0,200000.0,11700000.0,66500000.0,20600000.0,17800000.0,2800000.0,2800000.0,87100000.0,141600000.0,228700000.0,228700000.0,2024-06-30 00:00:00
