Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
29893990.14408,0.370548,260176000.0,80675000.0,80675000.0,121408000.0,51300000.0,1613595000.0,340851000.0,289551000.0,-96672000.0,96672000.0,70626990.14408,121408000.0,2322422000.0,,,,,121408000.0,121408000.0,0.0,121408000.0,121408000.0,121408000.0,71471000.0,192879000.0,45372000.0,80675000.0,-96672000.0,96672000.0,163504000.0,708827000.0,532138000.0,51300000.0,51300000.0,872331000.0,1613595000.0,2485926000.0,2485926000.0,2024-03-31
0.0,0.3,197125000.0,0.0,0.0,88103000.0,51206000.0,1360005000.0,197125000.0,145919000.0,-80915000.0,80915000.0,88103000.0,88103000.0,2043438000.0,12003134.0,12003134.0,7.34,7.34,88103000.0,88103000.0,0.0,88103000.0,88103000.0,88103000.0,-23099000.0,65004000.0,19875000.0,0.0,-80915000.0,80915000.0,126044000.0,683433000.0,507704000.0,51206000.0,51206000.0,809477000.0,1360005000.0,2169482000.0,2169482000.0,2023-12-31
0.0,0.0,176423000.0,-18360000.0,-18360000.0,-10765000.0,50314000.0,1757319000.0,158063000.0,107749000.0,-118514000.0,118514000.0,7595000.0,-10765000.0,2428909000.0,11961111.0,11961111.0,-0.9,-0.9,-10765000.0,-10765000.0,0.0,-10765000.0,-10765000.0,-10765000.0,0.0,-10765000.0,13343000.0,-18360000.0,-118514000.0,118514000.0,112766000.0,671590000.0,518587000.0,50314000.0,50314000.0,784356000.0,1757319000.0,2541675000.0,2541675000.0,2023-09-30
0.0,0.3,97191000.0,0.0,0.0,-30922000.0,73916000.0,1459115000.0,97191000.0,23275000.0,-97445000.0,97445000.0,-30922000.0,-30922000.0,2131451000.0,11985271.0,11985271.0,-2.58,-2.58,-30922000.0,-30922000.0,0.0,-30922000.0,-30922000.0,-30922000.0,-43248000.0,-74170000.0,24820000.0,0.0,-97445000.0,97445000.0,-1545000.0,672336000.0,486725000.0,73916000.0,73916000.0,670791000.0,1459115000.0,2129906000.0,2129906000.0,2023-06-30
8207594.691404,0.292815,-12246000.0,28030000.0,28030000.0,-89041000.0,84032000.0,2075761000.0,15784000.0,-68248000.0,-87895000.0,57661000.0,-108863405.308596,-89041000.0,2339594000.0,,,,,-89041000.0,-89041000.0,0.0,-89041000.0,-89041000.0,-89041000.0,-36868000.0,-125909000.0,-8797000.0,27540000.0,-87895000.0,57661000.0,-21003000.0,263833000.0,-358375000.0,84032000.0,82708000.0,242830000.0,2075761000.0,2318591000.0,2318591000.0,2023-03-31
,,,,,,,,,,,,,,,12000687.0,12000687.0,-23.28,-23.28,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.238546,274724000.0,0.0,0.0,94048000.0,50404000.0,1356623000.0,274724000.0,224320000.0,-100809000.0,100809000.0,94048000.0,94048000.0,2032408000.0,11995918.0,11995918.0,7.84,7.84,94048000.0,94048000.0,0.0,94048000.0,94048000.0,94048000.0,29463000.0,123511000.0,22749000.0,0.0,-100809000.0,100809000.0,201571000.0,675785000.0,489638000.0,50404000.0,50404000.0,877356000.0,1356623000.0,2233979000.0,2233979000.0,2024-06-30 00:00:00
