Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
11025000.0,11025000.0,1855813000.0,2036474000.0,4473997000.0,6613850000.0,2003689000.0,4473997000.0,4577376000.0,4831526000.0,4717881000.0,140505000.0,4577376000.0,4469879000.0,,,107497000.0,107497000.0,3617777000.0,442325000.0,23238000.0,,164937000.0,254150000.0,254150000.0,3175452000.0,94060000.0,1782324000.0,1782324000.0,,12715000.0,1052611000.0,,,21312000.0,1031299000.0,8335658000.0,3156517000.0,77212000.0,,56255000.0,292524000.0,,,,,45785000.0,103379000.0,20020000.0,83359000.0,2581362000.0,,2581362000.0,57817000.0,2523545000.0,,,,,5179141000.0,120709000.0,,,2423517000.0,,,,,,21900000.0,1643598000.0,,,969417000.0,788756000.0,180661000.0,,2024-03-31
11025000.0,11025000.0,1656166000.0,1933756000.0,4377083000.0,6391574000.0,1968147000.0,4377083000.0,4457818000.0,4704511000.0,4601885000.0,144067000.0,4457818000.0,4347568000.0,,,110250000.0,110250000.0,3769799000.0,424555000.0,25558000.0,,152304000.0,246693000.0,246693000.0,3345244000.0,143428000.0,1687063000.0,1687063000.0,,17833000.0,1111184000.0,,,20747000.0,1090437000.0,8371684000.0,3058293000.0,128990000.0,,54889000.0,287354000.0,,,,,45785000.0,80735000.0,3072000.0,77663000.0,2456453000.0,,2456453000.0,131421000.0,2325032000.0,,,,,5313391000.0,228061000.0,,,2195401000.0,,,,,,32895000.0,1876337000.0,,,980697000.0,703107000.0,277590000.0,,2023-09-30
11025000.0,11025000.0,1677357000.0,1917098000.0,4298907100.0,6297310000.0,1848293000.0,4298907100.0,4380212000.0,4546943000.0,4534097000.0,153885000.0,4380212000.0,4290060000.0,2939100000.0,178721000.0,110250000.0,110250000.0,3855649000.0,337967000.0,17997000.0,17998000.0,153238000.0,166731000.0,166731000.0,3517682000.0,30112000.0,1750367000.0,1750367000.0,11736000.0,11736000.0,1402880000.0,22594000.0,6661000.0,8618000.0,1365007000.0,8389746000.0,3023771200.0,98825000.0,97826000.0,55718000.0,31219000.0,31212000.0,7000.0,244457000.0,244457000.0,45785000.0,81304900.0,3641900.0,77663000.0,2454238300.0,-1029362000.0,3483600300.0,93081000.0,2361157000.0,1840489300.0,1402479000.0,147551000.0,0.0,5365975000.0,98092000.0,456188000.0,130626000.0,2603445000.0,378787000.0,1311151000.0,525647000.0,387860000.0,95572000.0,31029000.0,1809374000.0,-27410000.0,1836784000.0,239741000.0,584043000.0,239741000.0,239741000.0,2023-03-31
