Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Dividends Payable,Held To Maturity Securities,Restricted Cash
19004000.0,19004000.0,329363000.0,1103459000.0,6011069000.0,7202646000.0,3092177000.0,6011069000.0,6099187000.0,6147837000.0,6099187000.0,0.0,6099187000.0,,,190040000.0,190040000.0,2703119000.0,78650000.0,,,,48650000.0,48650000.0,30000000.0,2624469000.0,1118386000.0,1054809000.0,1054809000.0,,8839000.0,442435000.0,,9473000.0,432962000.0,8802306000.0,3085659000.0,421586000.0,,0.0,169479000.0,169479000.0,,,88118000.0,,2406476000.0,,,,,,,,,5716646000.0,15880000.0,,2303091000.0,,,,,51100000.0,943086000.0,,,2403489000.0,1629393000.0,774096000.0,,,2024-03-31,,,
19004000.0,19004000.0,975852000.0,1128117000.0,5944457000.0,7168568000.0,3363064000.0,5944457000.0,6040451000.0,6041688000.0,6039891000.0,-560000.0,6040451000.0,,,190040000.0,190040000.0,2427637000.0,33360000.0,,,0.0,1237000.0,1237000.0,32123000.0,2394277000.0,1071290000.0,1126880000.0,1126880000.0,,8175000.0,187932000.0,,1504000.0,186428000.0,8467528000.0,2710187000.0,226004000.0,,0.0,50488000.0,50488000.0,,,95994000.0,95994000.0,2337701000.0,,2337701000.0,0.0,2337701000.0,,,,,5757341000.0,34195000.0,,1627213000.0,,,,,56490000.0,2190401000.0,,,1849042000.0,1696777000.0,152265000.0,,,2023-09-30,,,
19004000.0,19004000.0,672169000.0,1052122000.0,5627560000.0,6783856000.0,3043783000.0,5627560000.0,5731734000.0,5735766000.0,5731537000.0,-197000.0,5731734000.0,4056568000.0,1344225000.0,190040000.0,190040000.0,2196432000.0,31899000.0,-1000.0,27868000.0,0.0,4032000.0,4032000.0,27868000.0,2164533000.0,72145000.0,1048090000.0,1048090000.0,5906000.0,5906000.0,510006000.0,229845000.0,2805000.0,277356000.0,7927969000.0,2719652000.0,1000.0,225401000.0,0.0,542000.0,542000.0,49940000.0,49940000.0,104174000.0,104174000.0,2339486000.0,-196353000.0,2535839000.0,0.0,67651000.0,213332000.0,33783000.0,2221073000.0,0.0,5208316000.0,-1000.0,1712884000.0,2078466000.0,1939914000.0,82505000.0,56047000.0,131000.0,63748000.0,973135000.0,-78494000.0,1051629000.0,379953000.0,1709287000.0,379953000.0,340050000.0,39903000.0,2023-03-31,,,
