Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Preferred Securities Outside Stock Equity,Other Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
191660078.0,191660078.0,594200000.0,1238900000.0,3167400000.0,4407500000.0,2173300000.0,3167400000.0,3168600000.0,4276000000.0,3168600000.0,3168600000.0,1252000000.0,1916600000.0,1916600000.0,2273200000.0,1108300000.0,,1107400000.0,1107400000.0,1164900000.0,462900000.0,131500000.0,131500000.0,12300000.0,431000000.0,431000000.0,5441800000.0,2103600000.0,33500000.0,350000000.0,306300000.0,306300000.0,1200000.0,1200000.0,1381600000.0,1381600000.0,72800000.0,1308800000.0,3338200000.0,218900000.0,33900000.0,1871000000.0,487200000.0,727200000.0,82500000.0,644700000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,
191660078.0,191660078.0,465300000.0,802500000.0,2174300000.0,2976800000.0,1229800000.0,2174300000.0,2174300000.0,2928700000.0,2174300000.0,2174300000.0,257700000.0,1916600000.0,1916600000.0,1891900000.0,755500000.0,100000.0,754400000.0,754400000.0,1136400000.0,516500000.0,48100000.0,48100000.0,11100000.0,473900000.0,473900000.0,4066200000.0,1700000000.0,57800000.0,,217200000.0,217200000.0,,,1398100000.0,1398100000.0,68900000.0,1329200000.0,2366200000.0,132400000.0,35900000.0,1620800000.0,181400000.0,395700000.0,58500000.0,337200000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,
191660078.0,191660078.0,127100000.0,327100000.0,2202800000.0,2529900000.0,928900000.0,2202800000.0,2202800000.0,2529400000.0,2202800000.0,2202800000.0,286200000.0,1916600000.0,1916600000.0,999000000.0,327700000.0,100000.0,326600000.0,326600000.0,671300000.0,276000000.0,500000.0,500000.0,14100000.0,294400000.0,294400000.0,3201800000.0,1601600000.0,43600000.0,,151500000.0,151500000.0,,,1381700000.0,1381700000.0,41300000.0,1340400000.0,1600200000.0,304300000.0,36100000.0,798700000.0,145300000.0,315800000.0,115800000.0,200000000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,
