Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Liabilities Heldfor Sale Non Current,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
2454595640.0,2454595640.0,142513600000.0,154116800000.0,-28119800000.0,123298100000.0,94359500000.0,-28119800000.0,4875400000.0,-25943300000.0,94772900000.0,-26451000000.0,-507700000.0,-25943300000.0,-30852500000.0,,,4909200000.0,4909200000.0,387857200000.0,209124800000.0,2732500000.0,,,,720900000.0,0.0,1382100000.0,123033000000.0,2316800000.0,120716200000.0,614300000.0,178732400000.0,22740200000.0,31083800000.0,2558600000.0,28525200000.0,,8480300000.0,22009700000.0,,0.0,22009700000.0,361406200000.0,88314300000.0,12502900000.0,,0.0,,14715100000.0,,14715100000.0,,,,,,0.0,2176500000.0,2176500000.0,0.0,46779800000.0,,46779800000.0,2886900000.0,43892900000.0,,,,,273091900000.0,20343500000.0,44549200000.0,,,157329200000.0,,,,,,7100000.0,23200300000.0,,,27662600000.0,20934800000.0,6727800000.0,,,2024-03-31
2454595640.0,2454595640.0,149837000000.0,157579600000.0,-19848800000.0,136225700000.0,93600900000.0,-19848800000.0,4573600000.0,-16780300000.0,107721200000.0,-17346000000.0,-565700000.0,-16780300000.0,-21689500000.0,,,4909200000.0,4909200000.0,386123200000.0,208916300000.0,2770000000.0,44860100000.0,,,835800000.0,0.0,1320600000.0,126751500000.0,2250000000.0,124501500000.0,697300000.0,177206900000.0,24382200000.0,30828100000.0,2323600000.0,28504500000.0,,8354200000.0,19800900000.0,,0.0,19800900000.0,368777200000.0,97969400000.0,12397900000.0,,0.0,,18452600000.0,,18452600000.0,,,,,,0.0,3068500000.0,3068500000.0,0.0,47058100000.0,,47058100000.0,2245100000.0,44813000000.0,,,,,270807800000.0,28736600000.0,45592800000.0,,,153174100000.0,,,,,,24000000.0,19831800000.0,,,23448500000.0,20279500000.0,3169000000.0,,,2023-09-30
2454595640.0,2454595640.0,156919500000.0,164584300000.0,-15719500000.0,147682300000.0,100065900000.0,-15719500000.0,4388100000.0,-12513900000.0,119142400000.0,-13031100000.0,-517200000.0,-12513900000.0,100000.0,-183453100000.0,51234900000.0,4909200000.0,4909200000.0,390707500000.0,211563100000.0,1693900000.0,44899600000.0,866900000.0,68200100000.0,770700000.0,1703600000.0,1539200000.0,133933200000.0,2276900000.0,131656300000.0,-143000000.0,179144400000.0,2272100000.0,30651100000.0,2111200000.0,28539900000.0,293000000.0,8065600000.0,72505300000.0,50945300000.0,46900000.0,21513100000.0,377676400000.0,98466100000.0,-1017200000.0,10441900000.0,0.0,1000000.0,2961800000.0,100000000.0,2693700000.0,168100000.0,8609700000.0,-442800000.0,582500000.0,8470000000.0,0.0,3205600000.0,3205600000.0,0.0,49066400000.0,-110714400000.0,159780800000.0,2688300000.0,926400000.0,108206500000.0,20845900000.0,27113700000.0,0.0,279210300000.0,31589000000.0,45757000000.0,1203400000.0,26812300000.0,152082400000.0,-1437500000.0,636600000.0,148697600000.0,4185700000.0,25445000000.0,0.0,24128000000.0,-427700000.0,24555700000.0,3782200000.0,505500000.0,3276700000.0,1164700000.0,2112000000.0,2023-03-31
