Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
43285640.0,43285640.0,1560700000.0,32228300000.0,32235000000.0,22699700000.0,32228300000.0,1560700000.0,32235000000.0,32235000000.0,32235000000.0,32235000000.0,31802100000.0,,,432900000.0,432900000.0,40094900000.0,1828800000.0,22200000.0,,,,1000600000.0,1000600000.0,702100000.0,38266100000.0,1249100000.0,560100000.0,560100000.0,,,474600000.0,35521600000.0,,,41500000.0,35480100000.0,72329900000.0,11364100000.0,514800000.0,,476300000.0,220200000.0,220200000.0,6700000.0,,8195500000.0,,8195500000.0,614800000.0,7580700000.0,,,,,60965800000.0,2542100000.0,,0.0,,,21160500000.0,,,,,5450500000.0,25219300000.0,,,6593400000.0,374700000.0,6218700000.0,,,2024-03-31,
43285640.0,43285640.0,1233200000.0,29266900000.0,29284800000.0,19877700000.0,29266900000.0,1233200000.0,29284800000.0,29284800000.0,29284800000.0,29284800000.0,28851900000.0,,,432900000.0,432900000.0,33650300000.0,1530900000.0,,,,,764000000.0,764000000.0,723700000.0,32119400000.0,1339100000.0,469200000.0,469200000.0,,,488600000.0,29368900000.0,,,107000000.0,29261900000.0,62935100000.0,10938000000.0,472100000.0,,461400000.0,157700000.0,157700000.0,17900000.0,,7933700000.0,,7933700000.0,308100000.0,7625600000.0,,,,,51997100000.0,2094500000.0,,0.0,,,17993700000.0,,,,,2400600000.0,23876800000.0,,,5631500000.0,343400000.0,5288100000.0,,,2023-09-30,
43284958.0,43284958.0,1058500000.0,26980400000.0,27011800000.0,17509600000.0,26980400000.0,1058500000.0,27011800000.0,27011800000.0,27011800000.0,27011800000.0,54200000.0,16760300000.0,2203200000.0,432900000.0,432900000.0,38634500000.0,1521500000.0,,98100000.0,18000000.0,37200000.0,610600000.0,610600000.0,757600000.0,37113000000.0,1455600000.0,447900000.0,447900000.0,0.0,769500000.0,485700000.0,34085800000.0,350500000.0,5700000.0,0.0,33729600000.0,65646300000.0,11023700000.0,466200000.0,169000000.0,394900000.0,149400000.0,149400000.0,31400000.0,31400000.0,8085200000.0,-11012600000.0,19097800000.0,187700000.0,7897500000.0,14484500000.0,4178800000.0,246800000.0,0.0,54622600000.0,3076200000.0,329500000.0,0.0,5700000.0,4597600000.0,22172200000.0,173700000.0,15524000000.0,64200000.0,6410300000.0,406100000.0,23445300000.0,-697900000.0,24143200000.0,3666200000.0,300000.0,3665900000.0,3506800000.0,159100000.0,2023-03-31,
