Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Financial Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
104455735.0,104455735.0,18867000000.0,18921500000.0,495300000.0,21421300000.0,-28959100000.0,495300000.0,900000.0,2500700000.0,3000000000.0,2500700000.0,0.0,2500700000.0,1978400000.0,,,,522300000.0,522300000.0,32857600000.0,1685500000.0,39200000.0,1144800000.0,,1400000.0,500100000.0,800000.0,499300000.0,31172100000.0,2196000000.0,,18421400000.0,100000.0,18421300000.0,416900000.0,261200000.0,1303300000.0,,,347900000.0,955400000.0,35358300000.0,33145300000.0,257900000.0,,,,1015500000.0,1015500000.0,0.0,0.0,2005400000.0,31200000.0,1974200000.0,11247400000.0,,11247400000.0,451100000.0,10796300000.0,,,,,2213000000.0,284000000.0,,,,997600000.0,,,,37100000.0,216300000.0,476500000.0,,,201500000.0,147900000.0,53600000.0,,2024-03-31
104455735.0,104455735.0,19261300000.0,19387000000.0,3613000000.0,25036300000.0,-26507300000.0,3613000000.0,30100000.0,5679400000.0,6414400000.0,5679400000.0,0.0,5679400000.0,5157100000.0,,,,522300000.0,522300000.0,33493000000.0,1897100000.0,40700000.0,734200000.0,,361200000.0,761000000.0,26000000.0,735000000.0,31595900000.0,1894600000.0,,18626000000.0,4100000.0,18621900000.0,918800000.0,261200000.0,1912400000.0,,,475700000.0,1436700000.0,39172400000.0,34083800000.0,265400000.0,,,702900000.0,391900000.0,391900000.0,0.0,0.0,2066400000.0,46300000.0,2020100000.0,12035500000.0,,12035500000.0,526700000.0,11508800000.0,,,,,5088600000.0,484300000.0,,,,3358800000.0,,,,18100000.0,230900000.0,641300000.0,,,355200000.0,259600000.0,95600000.0,,2023-09-30
104455735.0,104455735.0,19437262000.0,19610248000.0,3610735000.0,25269696000.0,-26427716000.0,3610735000.0,33906000.0,5693354000.0,6413376000.0,5693354000.0,0.0,5693354000.0,5171100000.0,2623119000.0,-10195387000.0,440230000.0,522279000.0,522279000.0,31703986000.0,2097993000.0,42300000.0,740024000.0,42316000.0,569328000.0,746325000.0,26303000.0,720022000.0,29605993000.0,153201000.0,198514000.0,18863923000.0,7603000.0,18856320000.0,727217000.0,226875000.0,8828105000.0,7607649000.0,3769000.0,198500000.0,1216687000.0,37397340000.0,34219063000.0,280400000.0,328374000.0,0.0,,528790000.0,528790000.0,0.0,0.0,2082619000.0,61850000.0,2020769000.0,12253697000.0,-6715399000.0,18969096000.0,473419000.0,8055114000.0,5265097000.0,4990680000.0,184786000.0,0.0,3178277000.0,43321000.0,44387000.0,8339000.0,629738000.0,1513402000.0,39547000.0,758988000.0,714867000.0,166385000.0,234951000.0,398674000.0,-54088000.0,452762000.0,139080000.0,4547000.0,139080000.0,139080000.0,2023-03-31
