Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Gain On Sale Of Security,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,General And Administrative Expense,Total Revenue,Operating Revenue,Date
0.0,0.005463,27161200000.0,84800000.0,760000000.0,5400000.0,765400000.0,27161200000.0,27161200000.0,,,,,27161200000.0,27161200000.0,27161200000.0,-500000.0,27161700000.0,27161700000.0,149190000.0,27310900000.0,11242500000.0,436100000.0,84800000.0,84800000.0,210000000.0,210000000.0,27747000000.0,27747000000.0,2024-03-31
0.0,0.012327,16444300000.0,84700000.0,774200000.0,5500000.0,779700000.0,16444300000.0,16444300000.0,111260487.0,111260487.0,147.8,147.8,16444300000.0,16444300000.0,16444300000.0,-4900000.0,16449200000.0,16449200000.0,205300000.0,16654500000.0,94400000.0,444800000.0,84700000.0,84700000.0,238400000.0,238400000.0,17099300000.0,17099300000.0,2023-12-31
0.0,0.044448,14911600000.0,84500000.0,797400000.0,5300000.0,802700000.0,14911600000.0,14911600000.0,111280597.0,111280597.0,134.0,134.0,14911600000.0,14911600000.0,14911600000.0,-969200000.0,15880800000.0,15880800000.0,738700000.0,16619500000.0,21000000.0,416600000.0,84500000.0,84500000.0,207100000.0,207100000.0,17036100000.0,17036100000.0,2023-09-30
0.0,0.012747,14155000000.0,84600000.0,685800000.0,5400000.0,691200000.0,14155000000.0,14155000000.0,111281447.0,111281447.0,127.2,127.2,14155000000.0,14155000000.0,14155000000.0,-2400000.0,14157400000.0,14157400000.0,182800000.0,14340200000.0,,443400000.0,84600000.0,84600000.0,230200000.0,230200000.0,14783600000.0,14783600000.0,2023-06-30
0.0,0.009849,13527500000.0,84800000.0,627900000.0,49200000.0,677100000.0,13527500000.0,13527500000.0,,,,,13527500000.0,13527500000.0,13527500000.0,-4000000.0,13531500000.0,13531500000.0,134700000.0,13676400000.0,,355600000.0,84800000.0,84800000.0,62600000.0,62600000.0,14032000000.0,14032000000.0,2023-03-31
,,,,,,,,,111311688.0,111311688.0,115.5,115.5,,,,,,,,,110300000.0,,,,,,,,2022-12-31
0.0,0.002299,16104600000.0,84700000.0,982500000.0,3700000.0,986200000.0,16104600000.0,16104600000.0,111296475.0,111296475.0,144.7,144.7,16104600000.0,16104600000.0,16104600000.0,-40500000.0,16145100000.0,16145100000.0,37200000.0,16182300000.0,0.0,693900000.0,84700000.0,84700000.0,334200000.0,334200000.0,16876200000.0,16876200000.0,2024-06-30 00:00:00
