Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Raw Materials,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
126593350.0,126593350.0,29023000.0,29319000.0,24672000.0,53991000.0,-4995000.0,24672000.0,24672000.0,26885000.0,24674000.0,2000.0,24672000.0,-228515000.0,,,253187000.0,253187000.0,50571000.0,2213000.0,0.0,2213000.0,2213000.0,48358000.0,48000.0,27106000.0,27106000.0,,9125000.0,9125000.0,75245000.0,31882000.0,4399000.0,,5240000.0,,,3827000.0,,,,,,43363000.0,3272000.0,,0.0,,39795000.0,,,296000.0,296000.0,,2024-03-31
126593350.0,126593350.0,30507000.0,33060000.0,354281000.0,387341000.0,158478000.0,354281000.0,354281000.0,357017000.0,354283000.0,2000.0,354281000.0,101094000.0,,,253187000.0,253187000.0,55448000.0,2736000.0,0.0,2736000.0,2736000.0,52712000.0,45000.0,30324000.0,30324000.0,,8734000.0,8734000.0,409731000.0,198541000.0,4670000.0,,147752000.0,,,17866000.0,,,,,,211190000.0,8548000.0,,1075000.0,,199014000.0,,,2553000.0,2553000.0,,2023-09-30
126593350.0,126593350.0,27040000.0,31522000.0,557938000.0,589460000.0,159813000.0,557938000.0,557938000.0,560674000.0,557940000.0,2000.0,557938000.0,304751000.0,-95914000.0,400595000.0,253187000.0,253187000.0,54812000.0,2736000.0,0.0,2736000.0,2736000.0,52076000.0,54000.0,28786000.0,28786000.0,54000.0,10257000.0,10257000.0,612752000.0,400863000.0,4480000.0,485000.0,178318000.0,171301000.0,7017000.0,18114000.0,-131059000.0,149173000.0,119124000.0,30049000.0,0.0,211889000.0,12040000.0,12040000.0,1075000.0,1075000.0,194292000.0,0.0,194292000.0,4482000.0,4482000.0,4482000.0,2023-03-31
