Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.094978,3731000.0,,,2488000.0,774000.0,147336300.0,3731000.0,2957000.0,-209000.0,209000.0,2488000.0,2488000.0,153126300.0,,,,,2488000.0,2488000.0,0.0,2488000.0,2487000.0,0.0,0.0,2487000.0,261000.0,2748000.0,4057000.0,,-209000.0,209000.0,-1099300.0,5790000.0,3031000.0,774000.0,774000.0,,,,4690700.0,147336300.0,152027000.0,152027000.0,2024-03-31
0.0,0.176523,2207000.0,0.0,0.0,933000.0,1073000.0,44628000.0,2207000.0,1134000.0,-1000.0,1000.0,933000.0,933000.0,49459000.0,15550000.0,15550000.0,0.06,0.06,933000.0,933000.0,0.0,933000.0,933000.0,0.0,0.0,933000.0,200000.0,1133000.0,279000.0,0.0,-1000.0,1000.0,856000.0,4831000.0,2273000.0,1073000.0,1073000.0,,,,5687000.0,44628000.0,50315000.0,50315000.0,2023-12-31
0.0,0.196207,2699000.0,0.0,0.0,1229000.0,1073000.0,168602000.0,2699000.0,1626000.0,-97000.0,97000.0,1229000.0,1229000.0,172365000.0,15362500.0,15362500.0,0.08,0.08,1229000.0,1229000.0,0.0,1229000.0,1229000.0,0.0,0.0,1229000.0,300000.0,1529000.0,315000.0,0.0,-97000.0,97000.0,1311000.0,3763000.0,,1073000.0,1073000.0,1062000.0,119000.0,943000.0,5074000.0,168602000.0,173676000.0,173676000.0,2023-09-30
0.0,0.246761,4424000.0,0.0,0.0,2442000.0,1073000.0,17296000.0,4424000.0,3351000.0,-109000.0,109000.0,2442000.0,2442000.0,21231000.0,16280000.0,16280000.0,0.15,0.15,2442000.0,2442000.0,0.0,2442000.0,2442000.0,0.0,0.0,2442000.0,800000.0,3242000.0,247000.0,0.0,-109000.0,109000.0,3104000.0,3935000.0,,1073000.0,1073000.0,1256000.0,92000.0,1164000.0,7039000.0,17296000.0,24335000.0,24335000.0,2023-06-30
0.0,0.35398,4414000.0,0.0,0.0,2086000.0,1085000.0,129220500.0,4414000.0,3329000.0,-100000.0,100000.0,2086000.0,2086000.0,133158500.0,,,,,2086000.0,2086000.0,0.0,2086000.0,2086000.0,,0.0,2086000.0,1143000.0,3229000.0,330000.0,0.0,-100000.0,100000.0,2998500.0,3938000.0,,1085000.0,1085000.0,1066000.0,30000.0,1036000.0,6936500.0,129220500.0,136157000.0,136157000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,16683333.0,16683333.0,0.06,0.06,,,,,,0.0,,,,,,0.0,,,,,1538000.0,,,459000.0,149000.0,310000.0,,,,,2022-12-31
0.0,0.257456,3374000.0,0.0,0.0,1693000.0,987000.0,77155000.0,3374000.0,2387000.0,-107000.0,107000.0,1693000.0,1693000.0,82341000.0,16930000.0,16930000.0,0.1,0.1,1693000.0,1693000.0,0.0,1693000.0,1693000.0,0.0,0.0,1693000.0,587000.0,2280000.0,294000.0,0.0,-107000.0,107000.0,2093000.0,5186000.0,2813000.0,987000.0,987000.0,,,,7279000.0,77155000.0,84434000.0,84434000.0,2024-06-30 00:00:00
