Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Date,Net Debt,Retained Earnings,Additional Paid In Capital,Long Term Debt,Current Debt,Other Payable,Total Tax Payable,Non Current Prepaid Assets,Restricted Cash,Other Receivables,Cash Financial
0.0,41644500.0,41644500.0,0.0,48500000.0,48500000.0,-3700000.0,48500000.0,0.0,48500000.0,48500000.0,48500000.0,48500000.0,-367900000.0,416400000.0,416400000.0,47700000.0,43100000.0,100000.0,0.0,0.0,4600000.0,4600000.0,0.0,0.0,0.0,0.0,0.0,96200000.0,95300000.0,0.0,0.0,95300000.0,0.0,0.0,0.0,0.0,900000.0,800000.0,0.0,0.0,0.0,100000.0,100000.0,2024-03-31,,,,,,,,,,,
,41644500.0,41644500.0,10354000.0,85832000.0,96186000.0,161000.0,85832000.0,,85832000.0,96186000.0,85832000.0,85832000.0,,416445000.0,416445000.0,10797000.0,10355000.0,1000.0,10354000.0,,442000.0,,0.0,0.0,,442000.0,0.0,96629000.0,96026000.0,0.0,0.0,96006000.0,0.0,0.0,0.0,0.0,603000.0,1000.0,0.0,463000.0,0.0,135000.0,135000.0,2023-03-31 00:00:00,10219000.0,-330713000.0,0.0,10354000.0,0.0,442000.0,0.0,20000.0,0.0,4000.0,135000.0
