Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities,Non Current Deferred Revenue
14926261.0,14926261.0,113976000.0,2358145000.0,2889364000.0,1892721000.0,2358145000.0,113976000.0,2889364000.0,2889364000.0,2889364000.0,2889364000.0,2740095000.0,,,149269000.0,149269000.0,811112000.0,90342000.0,,23324000.0,23324000.0,67018000.0,720770000.0,130124000.0,,90652000.0,90652000.0,,47530000.0,336718000.0,,,27682000.0,309036000.0,3700476000.0,1086985000.0,113125000.0,,,101824000.0,7351000.0,7351000.0,,531219000.0,193162000.0,338057000.0,306687000.0,,306687000.0,12987000.0,293700000.0,,,,2613491000.0,485780000.0,,,,,84758000.0,,856859000.0,,,1186094000.0,743425000.0,442669000.0,,2023-12-31,,
14926261.0,14926261.0,146353000.0,2165776000.0,2700358000.0,1660384000.0,2165776000.0,146353000.0,2700358000.0,2700358000.0,2700358000.0,2700358000.0,,1912342000.0,326522000.0,149269000.0,149269000.0,994415000.0,103389000.0,67018000.0,36371000.0,36371000.0,,891026000.0,,75971000.0,109982000.0,109982000.0,228455000.0,9726000.0,391874000.0,58460000.0,23377000.0,,310037000.0,3694773000.0,1143363000.0,,56583000.0,37434000.0,99972000.0,10000.0,,10000.0,534582000.0,203121000.0,331461000.0,373986000.0,-814579000.0,1188565000.0,21862000.0,95975000.0,854691000.0,216037000.0,0.0,2551410000.0,,19393000.0,,113327000.0,147562000.0,316450000.0,140387000.0,769861000.0,-11953000.0,781814000.0,1044430000.0,597308000.0,447122000.0,447122000.0,2023-06-30,,
14926261.0,14926261.0,200209000.0,2017498000.0,2542875000.0,1469596000.0,2017498000.0,200209000.0,2542875000.0,2542875000.0,2542875000.0,2542875000.0,2393606000.0,,,149269000.0,149269000.0,1008538000.0,121749000.0,,68561000.0,68561000.0,53188000.0,886789000.0,164727000.0,,131648000.0,131648000.0,,67157000.0,364129000.0,,,7812000.0,356317000.0,3551413000.0,1195028000.0,69253000.0,,,90247000.0,38744000.0,38744000.0,,525377000.0,207198000.0,318179000.0,453602000.0,,453602000.0,80232000.0,373370000.0,,,,2356385000.0,455604000.0,,12822000.0,,,42277000.0,,897320000.0,,,948362000.0,493315000.0,455047000.0,,2022-12-31,,
14926261.0,14926261.0,334510000.0,2620701000.0,2828585000.0,2215260000.0,2620701000.0,334510000.0,2828585000.0,2828585000.0,2828585000.0,2828585000.0,2679316000.0,,,149269000.0,149269000.0,1285773000.0,393183000.0,,247137000.0,247137000.0,73668000.0,892590000.0,104577000.0,,87373000.0,87373000.0,,56081000.0,442033000.0,,,51184000.0,390849000.0,4114358000.0,1006508000.0,147416000.0,,,109013000.0,34499000.0,34499000.0,,207884000.0,207884000.0,0.0,483772000.0,,483772000.0,2081000.0,481691000.0,,,,3107850000.0,587165000.0,,,,,43355000.0,,766146000.0,,,1711184000.0,1300652000.0,410532000.0,,2024-06-30 00:00:00,72378000.0,
