Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Financial Assets Designatedas Fair Value Through Profitor Loss Total
12484721471.0,12484721471.0,3034300000.0,710395200000.0,745182800000.0,273751400000.0,710395200000.0,2921500000.0,745070000000.0,745087600000.0,748899700000.0,3829700000.0,745070000000.0,732585300000.0,,,12484700000.0,12484700000.0,169361900000.0,32457900000.0,1497200000.0,,,21414400000.0,2323700000.0,2306100000.0,17600000.0,2883000000.0,136904000000.0,55947200000.0,710600000.0,615400000.0,95200000.0,,1069100000.0,57387100000.0,,,9408800000.0,47978300000.0,918261600000.0,507606200000.0,13798600000.0,,721900000.0,180288600000.0,180288600000.0,5497300000.0,3409300000.0,34674800000.0,26877500000.0,7797300000.0,268725900000.0,,268725900000.0,28511400000.0,240214500000.0,,,,,410655400000.0,13831900000.0,,,143028800000.0,,,,,98100000.0,40258200000.0,,,213438400000.0,207179500000.0,6258900000.0,,,2024-03-31,
12470914521.0,12470914521.0,2840600000.0,656127600000.0,691037700000.0,255789800000.0,656127600000.0,2795300000.0,690992400000.0,691025200000.0,696313100000.0,5320700000.0,690992400000.0,678521500000.0,,,12470900000.0,12470900000.0,175057700000.0,27046600000.0,1029300000.0,,,17466700000.0,2214900000.0,2182100000.0,32800000.0,2590700000.0,148011100000.0,58620400000.0,625700000.0,613200000.0,12500000.0,,849500000.0,65886800000.0,,,19270400000.0,46616400000.0,871370800000.0,467569900000.0,14373000000.0,,566100000.0,152148300000.0,152148300000.0,4788900000.0,3462000000.0,34864800000.0,27067500000.0,7797300000.0,256604300000.0,,256604300000.0,31904700000.0,224699600000.0,,,,,403800900000.0,15436200000.0,,,148723700000.0,,,,,49100000.0,41682300000.0,,,197909600000.0,191725600000.0,6184000000.0,,,2023-09-30,
12428017741.0,12428017741.0,3063400000.0,656296200000.0,691943700000.0,259314800000.0,656296200000.0,2672300000.0,691552600000.0,691587500000.0,695387900000.0,3835300000.0,691552600000.0,7414500000.0,353402300000.0,130506900000.0,12428000000.0,12428000000.0,163441900000.0,26047800000.0,828400000.0,2589200000.0,828400000.0,16290000000.0,2168600000.0,2133700000.0,34900000.0,2900000.0,137394100000.0,42765100000.0,894800000.0,538600000.0,356200000.0,1005600000.0,1005600000.0,58120700000.0,23900000.0,2390700000.0,9116200000.0,46589900000.0,858829800000.0,462120900000.0,13119500000.0,13841400000.0,520200000.0,155092600000.0,155092600000.0,3375900000.0,3522600000.0,35256400000.0,27459100000.0,7797300000.0,249766700000.0,-103411900000.0,353178600000.0,29847100000.0,219919600000.0,197141900000.0,97894500000.0,28295100000.0,0.0,396708900000.0,15617500000.0,2394300000.0,13668200000.0,119141300000.0,2580600000.0,30290100000.0,9610800000.0,76659800000.0,13207200000.0,29561700000.0,-1975500000.0,31537200000.0,218736200000.0,214102700000.0,4633500000.0,50800000.0,4582700000.0,2023-03-31,
