Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.258735,4264300000.0,,,3169300000.0,16314500000.0,4264300000.0,4264300000.0,-200300000.0,200300000.0,3169300000.0,3169300000.0,19914400000.0,,,,,3169300000.0,3169300000.0,0.0,3169300000.0,-9000000.0,3178300000.0,3178300000.0,1051500000.0,4064000000.0,927400000.0,,-200300000.0,200300000.0,3336900000.0,3599900000.0,3599900000.0,6936800000.0,16314500000.0,23251300000.0,23251300000.0,2024-03-31
0.0,0.244726,4501100000.0,0.0,0.0,3307400000.0,15653800000.0,4501100000.0,4501100000.0,-187300000.0,187300000.0,3307400000.0,3307400000.0,18520100000.0,609097606.0,609097606.0,5.43,5.43,3307400000.0,3307400000.0,0.0,3307400000.0,1600000.0,3305800000.0,3305800000.0,1055700000.0,4313800000.0,915500000.0,0.0,-187300000.0,187300000.0,3585600000.0,2866300000.0,2866300000.0,6451900000.0,15653800000.0,22105700000.0,22105700000.0,2023-12-31
0.0,0.246949,4982700000.0,0.0,0.0,3673600000.0,14784100000.0,4982700000.0,4982700000.0,-165100000.0,165100000.0,3673600000.0,3673600000.0,18015100000.0,609294348.0,609294348.0,6.05,6.05,3673600000.0,3673600000.0,0.0,3673600000.0,-11300000.0,3684900000.0,3684900000.0,1189700000.0,4817600000.0,1049100000.0,0.0,-165100000.0,165100000.0,3933600000.0,3231000000.0,3231000000.0,7164600000.0,14784100000.0,21948700000.0,21948700000.0,2023-09-30
0.0,0.240665,3348600000.0,0.0,0.0,2455600000.0,13165900000.0,3348600000.0,3348600000.0,-159100000.0,159100000.0,2455600000.0,2455600000.0,16691200000.0,609294348.0,609294348.0,4.02,4.02,2455600000.0,2455600000.0,0.0,2455600000.0,3700000.0,2451900000.0,2451900000.0,767600000.0,3189500000.0,811400000.0,0.0,-159100000.0,159100000.0,2537200000.0,3525300000.0,3525300000.0,6062500000.0,13165900000.0,19228400000.0,19228400000.0,2023-06-30
0.0,0.246254,4114900000.0,,,2791200000.0,26868600000.0,4114900000.0,4114900000.0,2102600000.0,197400000.0,2791200000.0,2791200000.0,18067300000.0,,,,,2791200000.0,2791200000.0,0.0,2791200000.0,-2800000.0,2794000000.0,2794000000.0,964700000.0,3917500000.0,-2023000000.0,,2102600000.0,197400000.0,3590700000.0,-8801300000.0,-8220600000.0,-5210600000.0,26868600000.0,21658000000.0,21658000000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,610373444.0,610373444.0,4.82,4.82,,,,,,,,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.250266,3660600000.0,0.0,0.0,2581700000.0,14965700000.0,3660600000.0,3660600000.0,-189500000.0,189500000.0,2581700000.0,2581700000.0,18309200000.0,606032864.0,606032864.0,4.26,4.26,2581700000.0,2581700000.0,0.0,2581700000.0,-12500000.0,2594200000.0,2594200000.0,868700000.0,3471100000.0,938500000.0,0.0,-189500000.0,189500000.0,2722100000.0,3343500000.0,3343500000.0,6065600000.0,14965700000.0,21031300000.0,21031300000.0,2024-06-30 00:00:00
