Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
94084462.0,94084462.0,2607170000.0,2641387000.0,3399702000.0,6041225000.0,737288000.0,3399702000.0,3399838000.0,4084747000.0,3399838000.0,3399838000.0,2458993000.0,,,940845000.0,940845000.0,3416885000.0,1171232000.0,-1000.0,17263000.0,684909000.0,684909000.0,2245653000.0,,,1956478000.0,1956478000.0,300000.0,218327000.0,,218327000.0,6816723000.0,3833782000.0,198788000.0,,45578000.0,,,136000.0,3589280000.0,,,,,,,,,2982941000.0,,1218970000.0,,,1545461000.0,184293000.0,34217000.0,34217000.0,,,2024-03-31
94084462.0,94084462.0,2418336000.0,2458089000.0,3140997000.0,5599086000.0,881775000.0,3140997000.0,3140997000.0,4248917000.0,3140997000.0,3140997000.0,2200152000.0,,,940845000.0,940845000.0,2854915000.0,1274322000.0,-1000.0,23922000.0,1107920000.0,1107920000.0,1580593000.0,31846000.0,,1350169000.0,1350169000.0,38208000.0,160370000.0,,160370000.0,5995912000.0,3533544000.0,41605000.0,,42576000.0,,42576000.0,,3449363000.0,,3449363000.0,0.0,3449363000.0,,,,,2462368000.0,,885808000.0,,,1405901000.0,130906000.0,39753000.0,39753000.0,,,2023-09-30
94084462.0,94084462.0,2555623000.0,2588772000.0,3120280000.0,5709052000.0,654407000.0,3120280000.0,3120280000.0,4211921000.0,3120280000.0,3120280000.0,2179435000.0,568088000.0,120947000.0,940845000.0,940845000.0,2846947000.0,1112001000.0,,20360000.0,1091641000.0,1091641000.0,1734946000.0,37625000.0,33069000.0,1497131000.0,1497131000.0,33068000.0,161555000.0,6656000.0,154899000.0,5967227000.0,3577872000.0,41605000.0,0.0,40476000.0,20000.0,40456000.0,,3495791000.0,-1952411000.0,5448202000.0,0.0,209107000.0,3600825000.0,1102834000.0,490860000.0,44576000.0,2389353000.0,289762000.0,915540000.0,655424000.0,260116000.0,937628000.0,213274000.0,33149000.0,33149000.0,7019000.0,26130000.0,2023-03-31
