Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.3,19845000.0,6525000.0,3039000.0,115487000.0,19845000.0,16806000.0,-2666000.0,2666000.0,6525000.0,6525000.0,159450000.0,,,,,6525000.0,6525000.0,0.0,6525000.0,6525000.0,0.0,6525000.0,7615000.0,14140000.0,33591000.0,-2666000.0,2666000.0,-16782000.0,43963000.0,34028000.0,3039000.0,3039000.0,27181000.0,115487000.0,142668000.0,142668000.0,2024-03-31
0.0,0.283113,22100000.0,13109000.0,1873000.0,80894000.0,22100000.0,20227000.0,-1941000.0,1941000.0,13109000.0,13109000.0,115798000.0,16806410.0,16806410.0,0.78,0.78,13109000.0,13109000.0,0.0,13109000.0,13109000.0,0.0,13109000.0,5177000.0,18286000.0,216000.0,-1941000.0,1941000.0,20009000.0,34904000.0,15109000.0,1873000.0,1873000.0,54913000.0,80894000.0,135807000.0,135807000.0,2023-12-31
0.0,0.251193,24167000.0,16166000.0,1150000.0,142292000.0,24167000.0,23017000.0,-1428000.0,1428000.0,16166000.0,16166000.0,165672000.0,16839583.0,16839583.0,0.96,0.96,16166000.0,16166000.0,0.0,16166000.0,16166000.0,0.0,16166000.0,5423000.0,21589000.0,145000.0,-1428000.0,1428000.0,22872000.0,23380000.0,4032000.0,1150000.0,1150000.0,46252000.0,142292000.0,188544000.0,188544000.0,2023-09-30
0.0,0.3,80000.0,-4075000.0,1049000.0,99757000.0,80000.0,-969000.0,-1914000.0,1313000.0,-4075000.0,-4075000.0,113992000.0,,,,,-4075000.0,-4075000.0,0.0,-4075000.0,-4075000.0,,-4075000.0,1794000.0,-2282000.0,-1640000.0,-1914000.0,1313000.0,-45610000.0,14235000.0,-20955000.0,1049000.0,1011000.0,-31375000.0,99757000.0,68382000.0,68382000.0,2023-03-31
0.0,0.333646,20513000.0,12084000.0,1200000.0,54405000.0,20513000.0,19313000.0,-1180000.0,1180000.0,12084000.0,12084000.0,83167000.0,16783333.0,16783333.0,0.72,0.72,12084000.0,12084000.0,0.0,12084000.0,12084000.0,0.0,12084000.0,6050000.0,18133000.0,1236000.0,-1180000.0,1180000.0,18077000.0,28762000.0,17743000.0,1200000.0,1200000.0,46839000.0,54405000.0,101244000.0,101244000.0,2022-12-31
