Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
156916193.0,156916193.0,,853930000.0,6398630000.0,8113310000.0,5792530000.0,6398630000.0,215740000.0,7475120000.0,7589800000.0,7475120000.0,7475120000.0,623950000.0,-15467840000.0,22162090000.0,156920000.0,156920000.0,4698550000.0,339600000.0,,,4660000.0,279100000.0,164420000.0,114680000.0,55840000.0,4358950000.0,674870000.0,,574830000.0,51320000.0,523510000.0,,41310000.0,1730920000.0,,0.0,1730920000.0,12173670000.0,2022190000.0,208410000.0,,,10830000.0,,159540000.0,159540000.0,1076490000.0,385280000.0,691210000.0,233970000.0,,233970000.0,233970000.0,,,,10151480000.0,1372650000.0,,,10900000.0,,4501780000.0,,,4266150000.0,2865340000.0,1400810000.0,,,2024-03-31
156916193.0,156916193.0,,1969680000.0,6443110000.0,9156140000.0,4219060000.0,6443110000.0,227230000.0,7413690000.0,7689670000.0,7413690000.0,7413690000.0,623850000.0,-15529170000.0,22162090000.0,156920000.0,156920000.0,5860270000.0,500600000.0,,,5750000.0,453270000.0,177290000.0,275980000.0,41580000.0,5359670000.0,777580000.0,,1516410000.0,49940000.0,1466470000.0,,48970000.0,1785190000.0,,45270000.0,1739920000.0,13273960000.0,3695230000.0,198700000.0,,,10790000.0,1911670000.0,1944200000.0,1944200000.0,970580000.0,279390000.0,691190000.0,222460000.0,,222460000.0,222460000.0,,,,9578730000.0,1030310000.0,,,269020000.0,,3644360000.0,,,4635040000.0,571060000.0,4063980000.0,,,2023-09-30
156916193.0,156916193.0,1072500000.0,1781950000.0,753200000.0,3225970000.0,433110000.0,753200000.0,251210000.0,1695230000.0,1935190000.0,1695230000.0,1695230000.0,623900000.0,-15416880000.0,16373690000.0,114520000.0,114520000.0,5117270000.0,491240000.0,40750000.0,0.0,7150000.0,443340000.0,203380000.0,239960000.0,,4626030000.0,53670000.0,32500000.0,1338610000.0,47830000.0,1290780000.0,55940000.0,,2220150000.0,835080000.0,,1385070000.0,6812500000.0,1753360000.0,,0.0,55130000.0,10640000.0,,,,942030000.0,250830000.0,691200000.0,246700000.0,-251730000.0,498430000.0,10870000.0,296640000.0,190920000.0,0.0,5059140000.0,,18240000.0,869460000.0,249920000.0,41630000.0,2875430000.0,-453640000.0,3329070000.0,1004460000.0,546220000.0,458240000.0,0.0,458240000.0,2023-03-31
