Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Deferred Revenue,Other Payable,Dividends Payable,Non Current Prepaid Assets,Non Current Deferred Assets,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Inventories Adjustments Allowances,Finished Goods,Work In Process,Raw Materials,Gross Accounts Receivable,Cash Equivalents,Cash Financial
6162728327.0,6162728327.0,2803100000.0,65230300000.0,757899300000.0,890188000000.0,426108200000.0,757899300000.0,2340100000.0,827297800000.0,883469800000.0,835819000000.0,8521200000.0,827297800000.0,765670500000.0,61627300000.0,61627300000.0,1540903600000.0,928178200000.0,74419000000.0,,18221600000.0,57734900000.0,1562900000.0,56172000000.0,743110100000.0,612725400000.0,291102500000.0,7495400000.0,777200000.0,6718200000.0,,66805800000.0,85839800000.0,1983300000.0,83856500000.0,2376722600000.0,1337889000000.0,137192600000.0,31412900000.0,218700000000.0,218700000000.0,69398500000.0,69398500000.0,876886500000.0,826390700000.0,147386600000.0,679004100000.0,1038833600000.0,351798800000.0,101772300000.0,215900000.0,90641300000.0,132557500000.0,361847800000.0,301760700000.0,60087100000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,
6162728327.0,6162728327.0,,63130600000.0,640170700000.0,757777400000.0,494734000000.0,640170700000.0,2211500000.0,696858300000.0,742119700000.0,705048700000.0,8190400000.0,696858300000.0,635231000000.0,61627300000.0,61627300000.0,1476306700000.0,873752200000.0,71907400000.0,,14029100000.0,46836400000.0,1575000000.0,45261400000.0,706591700000.0,602554500000.0,307837600000.0,16294200000.0,636500000.0,15657700000.0,,74606200000.0,75954000000.0,0.0,75954000000.0,2181355400000.0,1084066900000.0,108943900000.0,38418300000.0,194852100000.0,194852100000.0,56687600000.0,56687600000.0,681151100000.0,630168300000.0,161429100000.0,468739200000.0,1097288500000.0,328325900000.0,67722100000.0,216800000.0,86629100000.0,156043300000.0,458351300000.0,371365500000.0,86985800000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,
6162728327.0,6162728327.0,,43314200000.0,522974300000.0,613596200000.0,393480600000.0,522974300000.0,2166900000.0,572448900000.0,613511400000.0,580155700000.0,7706800000.0,572448900000.0,510821600000.0,61627300000.0,61627300000.0,1531910800000.0,844564400000.0,68269900000.0,688279500000.0,13306800000.0,42632500000.0,1570000000.0,41062500000.0,,687346400000.0,323139400000.0,681700000.0,596900000.0,84800000.0,149633800000.0,,85739600000.0,247800000.0,85491800000.0,2112066500000.0,1031239500000.0,96061500000.0,41770000000.0,193856900000.0,193856900000.0,49474600000.0,49474600000.0,646354400000.0,597105900000.0,152626200000.0,444479700000.0,1080827000000.0,314349300000.0,81546800000.0,207900000.0,87190000000.0,130604800000.0,466928200000.0,410274400000.0,56653800000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,
